,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,859,400,-82.51446352049084,689935.6655231426,691174.1061657679,0
1,1,1,CSS,915,488,-86.15063586818673,689276.07439312,686618.4191975681,0
2,2,1,CSS,941,593,-103.98198972095018,684961.9006486919,710732.8603122033,0
3,3,1,CSS,848,475,-87.95425089851926,686026.702971106,688788.5380569582,0
4,4,1,CSS,878,489,-91.12080115375493,691944.9940555294,685153.2703409317,0
5,5,1,CSS,918,492,-88.1558961776112,691135.1320885414,692481.9994327781,0
6,6,1,CSS,888,591,-105.8971959696201,716062.2063903408,684207.7155260206,0
7,7,1,CSS,888,449,-85.22798108420852,687663.5788699334,687603.4811187026,0
8,8,1,CSS,868,558,-111.04589583807045,695587.1668333447,640678.9261314275,0
9,9,1,CSS,889,532,-101.80370477248132,682602.5114708006,704933.2885397405,0
10,10,1,CSS,917,507,-89.61134789431577,691687.2689008734,685923.8168326365,0
11,11,1,CSS,876,483,-94.97308403241014,684548.462735175,695407.5694945212,0
12,12,1,CSS,876,422,-83.17576982894425,691373.3468597732,689710.2818040436,0
13,13,1,CSS,861,444,-85.90370563475419,691733.3280804104,687999.808080253,0
14,14,1,CSS,849,443,-86.91796072200225,687420.090871737,691726.9437318784,0
15,15,1,CSS,906,507,-91.61192998369687,686348.7571524715,693666.740520036,0
16,16,1,CSS,880,481,-88.94812929690018,692429.427704596,687007.8897780015,0
17,17,1,CSS,868,423,-82.53105460250919,690486.353659755,687914.2089392268,0
18,18,1,CSS,928,568,-97.77836891166403,678802.67968229,690494.1532411491,0
19,19,1,CSS,851,527,-103.1635895507594,700392.759416774,705913.5714812941,0
20,20,1,CSS,886,480,-88.5646839570095,692653.2554312816,691176.128875084,0
21,21,1,CSS,951,512,-89.19836518763918,688033.0246050399,685686.7649686073,0
22,22,1,CSS,912,508,-95.76792866752623,694193.4223300649,682432.3090017802,0
23,23,1,CSS,906,589,-104.10351598784882,706487.5850029668,703420.6135201724,0
24,24,1,CSS,904,596,-111.55598183123865,714713.0715029674,734946.5443095934,0
25,25,1,CSS,873,421,-83.25260316230064,688791.5534845362,691315.4664257839,0
26,26,1,CSS,921,425,-83.05990667392821,689035.576107121,687488.5800736401,0
27,27,1,CSS,850,490,-94.76117596282778,691336.0032404553,682126.8366130104,0
28,28,1,CSS,955,492,-84.92947384531368,690892.7521579541,687486.118104126,0
29,29,1,CSS,866,541,-101.46337183286641,673725.4727719232,693838.9613923536,0
30,30,1,CSS,942,627,-109.26455811877581,727877.5950397357,700429.7721101032,0
31,31,1,CSS,884,550,-106.43959329459518,705687.8992081529,665525.618942776,0
32,32,1,CSS,918,572,-102.9121211712219,708572.4893378331,687496.4628093806,0
33,33,1,CSS,868,523,-98.67191794816725,677594.0778509491,689625.8913237281,0
34,34,1,CSS,937,560,-100.66847326392448,676598.3774751527,696964.0320649076,0
35,35,1,CSS,861,571,-109.14048433444937,694343.2237987238,650274.4316214431,0
36,36,1,CSS,910,594,-111.72652356841807,696447.0400008319,742068.9279670608,0
37,37,1,CSS,912,588,-106.67371605874878,662642.3125740951,676559.5275226465,0
38,38,1,CSS,943,593,-103.30859314286961,686032.739637167,709282.138292521,0
39,39,1,CSS,806,431,-89.72365904273819,687588.0053007326,685606.6792243876,0
40,40,1,CSS,879,554,-101.16248890762748,686472.0864769735,673944.1161302296,0
41,41,1,CSS,863,501,-98.14550818925181,685023.5122517388,699633.0501551464,0
42,42,1,CSS,908,508,-91.55807489087367,685560.6878886742,685900.3042827747,0
43,43,1,CSS,903,589,-104.13217442711223,681184.1116660859,709988.352129582,0
44,44,1,CSS,874,559,-105.43977146906582,674238.9232481064,710230.6048079171,0
45,45,1,CSS,864,477,-95.60408008331646,682475.0125751393,693973.4307558399,0
46,46,1,CSS,852,387,-82.71567875872115,688404.5597055912,691002.025207237,0
47,47,1,CSS,859,582,-109.72429321802879,648828.5361132696,677881.0331837761,0
48,48,1,CSS,877,474,-89.98544038206113,686053.3751790886,692172.922799539,0
49,49,1,CSS,852,527,-106.9633113273475,692817.4711869744,719921.9547252614,0
50,50,2,CSS,57,22,-87.51163868125771,689254.2220001717,686144.6514967051,0
51,51,2,CSS,65,26,-89.98620192409629,688926.247690739,693731.9017517628,0
52,52,2,CSS,66,27,-84.95776602003563,690063.3617924419,691759.137544442,0
53,53,2,CSS,63,34,-88.60640735055362,687815.4259693043,692759.6714045267,0
54,54,2,CSS,66,36,-105.92244398341704,701194.123952802,664858.6448049573,0
55,55,2,CSS,53,29,-97.62846644384152,687828.5017936844,679050.1359627437,0
56,56,2,CSS,67,26,-102.65538382082728,675865.3872373555,702297.3503244851,0
57,57,2,CSS,52,25,-100.06630304401469,699130.2104569968,679506.0550693751,0
58,58,2,CSS,68,33,-109.687916090003,731409.2385584362,690496.4635600833,0
59,59,2,CSS,73,33,-110.80094660773798,720489.0713063286,725670.9705825942,0
