,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,895,561,-98.1690427068525,685141.2105495441,699715.4470088253,0
1,1,1,CSS,832,626,-94.70300660003313,688721.9090939065,681958.8465503508,0
2,2,1,CSS,891,740,-103.1557829437376,707118.5351368444,698280.6914087331,0
3,3,1,CSS,924,776,-98.12644341994493,693210.8825498807,699839.7699510097,0
4,4,1,CSS,868,690,-95.7356015035383,697561.3234973942,691559.2853539005,0
5,5,1,CSS,942,786,-100.01359579439416,691407.0980252,675763.1574797672,0
6,6,1,CSS,865,658,-93.42528588467374,694656.5309233862,685640.2810522818,0
7,7,1,CSS,856,600,-88.5707179903976,689035.3410848547,693086.0140409537,0
8,8,1,CSS,867,749,-105.86550803085106,716154.6319989543,693507.1696020338,0
9,9,1,CSS,910,719,-95.10885437367457,697223.2396488829,688729.2471763674,0
10,10,1,CSS,842,704,-101.473676478253,683536.9372192164,674187.0373060055,0
11,11,1,CSS,874,729,-98.24027379891669,679616.6074209801,694937.3001808486,0
12,12,1,CSS,890,732,-103.80831250102871,677575.2483010693,707179.8864738727,0
13,13,1,CSS,888,624,-88.41952199813242,689274.9299427529,685783.1350370103,0
14,14,1,CSS,912,800,-105.65031576999962,685768.0306316689,715551.8236140157,0
15,15,1,CSS,907,776,-105.84134541422189,708656.3404126423,708320.1524298353,0
16,16,1,CSS,893,639,-89.39055320781532,692291.2109057922,686549.7745016166,0
17,17,1,CSS,845,674,-95.33035837074306,687046.508932207,681721.8579703305,0
18,18,1,CSS,895,754,-100.88730881100985,674564.6429499463,692908.063676016,0
19,19,1,CSS,907,770,-99.55725432619943,698262.5562142826,699050.5954276285,0
20,20,1,CSS,891,676,-91.60061573560978,687743.578286335,684447.448533849,0
21,21,1,CSS,932,787,-101.91400478552919,681176.0342115478,674348.7168783983,0
22,22,1,CSS,892,638,-89.41334292806937,692988.7784863882,687469.7515426199,0
23,23,1,CSS,915,758,-98.59209861571858,678036.0993682885,692195.5312562268,0
24,24,1,CSS,905,755,-100.46753229305034,703092.1693039275,684508.4223912063,0
25,25,1,CSS,906,692,-92.66260791064308,685397.2383122673,693758.6514949778,0
26,26,1,CSS,871,703,-97.63260034554726,679198.0383397624,687033.6417430955,0
27,27,1,CSS,881,668,-95.38060179790918,683899.882627051,695335.0465432084,0
28,28,1,CSS,857,655,-93.58104133801979,689897.899663156,695970.020820618,0
29,29,1,CSS,886,734,-99.83182324266036,680807.4083988118,699823.8667553011,0
30,30,1,CSS,857,681,-95.43493631503678,681427.3755736141,687813.2886358844,0
31,31,1,CSS,881,768,-101.13043750519876,677398.0526177342,699497.0444055519,0
32,32,1,CSS,885,633,-88.74000441107732,685646.7678260546,689270.0858864117,0
33,33,1,CSS,905,756,-100.55549316808364,675547.8151287119,684579.5234103617,0
34,34,1,CSS,867,632,-89.19637025577828,692040.1362644547,686436.2489932931,0
35,35,1,CSS,877,725,-99.4349121560643,676507.172805028,689335.9558897797,0
36,36,1,CSS,866,701,-98.47889782050004,681810.1602138204,698119.6584412223,0
37,37,1,CSS,826,693,-102.32394274564527,676201.443860738,677189.4709725496,0
38,38,1,CSS,841,584,-90.31932597534782,686815.2772792449,685713.0843470449,0
39,39,1,CSS,891,633,-90.93540869306496,684630.0218656317,690226.9165826129,0
40,40,1,CSS,843,712,-103.9686845363976,703567.8468772222,672901.9513853499,0
41,41,1,CSS,901,736,-99.09074822895072,700510.6180958438,694945.1187801814,0
42,42,1,CSS,919,760,-100.90762548922945,677026.6157345735,698375.4674156972,0
43,43,1,CSS,930,652,-88.07149515606665,692887.5254163139,689130.4404464836,0
44,44,1,CSS,913,639,-88.82182855092026,686011.0445772612,687708.215667092,0
45,45,1,CSS,941,759,-97.37568617973477,688184.9172598408,679304.7078059999,0
46,46,1,CSS,895,766,-103.85606315606053,672382.4310666318,676338.679688871,0
47,47,1,CSS,874,608,-89.89183006136088,686975.484397625,685865.9945420069,0
48,48,1,CSS,847,606,-90.50232449239104,684858.4341966341,690162.6611869648,0
49,49,1,CSS,899,752,-102.63604584523405,679400.1863070185,673670.2152917999,0
50,50,2,CSS,819,578,-91.29261977571045,685262.7102180357,686524.5163270105,0
51,51,2,CSS,855,604,-89.34308856921814,685502.1289794194,690422.8289597012,0
52,52,2,CSS,918,764,-100.29916120505038,698781.0261381778,678669.463559741,0
