,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,32,8,-85.91496802227745,688854.0920089107,686747.6000931716,0
1,1,1,CSS,34,7,-107.391747987837,657178.3773011758,688269.797677392,0
2,2,1,CSS,31,6,-99.16777346264143,698914.860724066,681271.1467586803,0
3,3,1,CSS,36,3,-91.16526766899945,684493.8590756494,690200.784881911,0
4,4,1,CSS,47,5,-87.45010970269165,692484.0509763906,690459.5872587367,0
5,5,1,CSS,37,5,-97.76114457428845,680798.718819384,683158.9436514832,0
6,6,1,CSS,33,6,-93.21603505635085,683155.663880592,690211.9651357083,0
7,7,1,CSS,33,3,-107.08150490948931,719217.7907267464,698359.7811558408,0
8,8,1,CSS,31,4,-101.01191202960533,679563.6335027085,677475.9846523734,0
9,9,1,CSS,44,9,-82.42486244787267,691067.8906326237,688656.3921433389,0
10,10,2,CSS,61,17,-102.4685195002552,672372.0726488167,696081.5178685656,0
11,11,2,CSS,58,13,-89.47892453186832,686706.1716428786,686327.9901512533,0
12,12,2,CSS,61,17,-109.39896426645919,655972.58080108,712504.0720820754,0
13,13,2,CSS,72,17,-83.3997579743798,690834.6078529535,690867.8023096245,0
14,14,2,CSS,52,9,-85.28087256221019,689011.6277819754,686913.2901636745,0
15,15,2,CSS,65,13,-100.12889286733895,675450.8052899359,690103.3487510406,0
16,16,2,CSS,57,11,-86.80395215696237,688088.0385447199,686702.602314938,0
17,17,2,CSS,63,10,-106.60895447226895,671437.4184675934,666052.4316679006,0
18,18,2,CSS,62,15,-84.35161454956011,691405.0432059311,690501.5990725943,0
19,19,2,CSS,60,20,-84.00496633196707,687229.210836251,689315.480608114,0
