,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,61,11,-93.48522726264723,684959.9136716325,684667.3988377717,0
1,1,1,CSS,61,10,-106.39236467942268,707013.1621435954,666682.677264256,0
2,2,1,CSS,69,9,-84.07191243361628,687714.1631493602,688009.5147395141,0
3,3,1,CSS,58,10,-86.70613385913317,692391.2683558903,689375.0489374164,0
4,4,1,CSS,58,10,-102.8630822229789,707536.9050387754,683237.1852406623,0
5,5,1,CSS,73,17,-105.62431219322005,665956.5996487924,701341.9029205827,0
6,6,1,CSS,58,14,-104.48520384553817,684395.9121157037,711939.7978275454,0
7,7,1,CSS,59,15,-94.35297601325497,682341.887115794,690714.834968308,0
8,8,1,CSS,62,7,-87.21775201321597,690980.1240346677,686666.5934966299,0
9,9,1,CSS,62,11,-98.57785210144363,699538.3272213562,695253.0956144875,0
10,10,2,CSS,37,5,-85.0175633740616,690536.0717051933,691591.7986526344,0
11,11,2,CSS,42,5,-83.46251542709312,691124.4453974074,690539.4619263569,0
12,12,2,CSS,41,5,-97.35612928290564,679960.8475048166,693135.1616964147,0
13,13,2,CSS,40,10,-102.41708220956143,671999.9288451241,684144.7612435889,0
14,14,2,CSS,33,7,-98.49895516474467,688477.1763003194,677862.8410615134,0
15,15,2,CSS,35,11,-107.43688366378993,706040.0359226452,717242.4026776829,0
16,16,2,CSS,40,6,-94.20300209581313,682368.1010260241,688848.8738392154,0
17,17,2,CSS,37,14,-104.59097267578889,671710.206893762,704659.3587832028,0
18,18,2,CSS,34,16,-97.05077983605293,681385.9128160012,683774.7125768744,0
19,19,2,CSS,32,7,-111.14997488125677,660463.9415165493,729828.2381511872,0
