,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,64,20,-85.87103351484305,689028.347282717,692091.0933883945,0
1,1,1,CSS,55,11,-100.92267866162746,700767.6270366759,699685.8834681462,0
2,2,1,CSS,63,15,-110.54054862112662,683905.7667037753,735428.3782570972,0
3,3,1,CSS,62,9,-89.16073076059808,691576.909412986,686103.2026707341,0
4,4,1,CSS,61,16,-101.82890858161028,704131.2418775744,680909.0248932308,0
5,5,1,CSS,71,17,-103.7699242547364,672434.1306183058,702201.3450542736,0
6,6,1,CSS,80,17,-88.8685859228889,693152.985477362,690194.0891347922,0
7,7,1,CSS,54,11,-86.8744204349396,691085.1302833915,686874.9482824785,0
8,8,1,CSS,63,19,-100.77793365596318,679970.0797091917,677675.2883435461,0
9,9,1,CSS,70,19,-93.98449372453952,683725.0439692897,693301.8721968186,0
10,10,2,CSS,54,12,-92.53523724035351,685257.0516730893,693503.0817025092,0
11,11,2,CSS,31,9,-104.56944538328446,690157.9866325614,712704.2099950005,0
12,12,2,CSS,35,6,-86.12197247899398,689863.99801725,686661.4391425056,0
13,13,2,CSS,39,4,-99.99579779322386,702418.4237650245,684908.0152162835,0
14,14,2,CSS,38,12,-108.95659805211571,667760.1224177986,657430.8572436626,0
15,15,2,CSS,36,9,-103.22641273215669,702899.3820010668,674689.4925934424,0
16,16,2,CSS,42,18,-105.86630189935136,663519.8990057327,697271.3540280481,0
17,17,2,CSS,39,8,-103.45867248172613,707550.3407847396,679844.1742484707,0
18,18,2,CSS,37,12,-91.90666781798026,690448.8501396818,684087.2956365271,0
19,19,2,CSS,35,8,-94.34030567711805,696448.0310398303,690825.9221937462,0
