,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,39,9,-84.3095157280647,691648.029203002,689744.8913591995,0
1,1,1,CSS,33,6,-94.49209055685,693398.8760859896,695530.7358034999,0
2,2,1,CSS,31,5,-111.69921311059066,647503.4198297878,721790.3964698607,0
3,3,1,CSS,35,9,-83.49611779639974,690720.6249408048,691000.6222125053,0
4,4,1,CSS,32,7,-94.38848235984764,685233.5175149639,683524.9853292129,0
5,5,1,CSS,42,13,-109.63761554128234,674351.1342740086,728371.3110665975,0
6,6,1,CSS,31,9,-99.88607809673064,677493.6101409269,682875.0245330652,0
7,7,1,CSS,34,8,-105.06923729019535,703691.0997526284,709546.8698301499,0
8,8,1,CSS,35,9,-87.34709363964133,689099.1229730195,686217.4494008131,0
9,9,1,CSS,40,11,-91.15874373953494,692811.4619833963,685777.5905924129,0
10,10,1,CSS,35,10,-92.17614993894777,694913.2300016942,690424.7623655713,0
11,11,1,CSS,40,8,-90.47699845030976,693580.3146859542,687465.7833218009,0
12,12,1,CSS,29,1,-83.21561634410179,688620.8345116506,687580.0623733138,0
13,13,1,CSS,25,2,-107.22580889413989,711879.8445982066,667130.9975449365,0
14,14,1,CSS,29,8,-96.3674167219443,691842.7719469047,680678.6239393795,0
15,15,2,CSS,34,11,-100.94633364167925,695036.6682188505,675121.875900771,0
