,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,FHSS,12,0,-92.57201115503186,684261.6244507161,686622.905321468,0
1,1,FHSS,23,0,-89.30376890196482,685746.5826930351,687759.2798209579,0
2,2,FHSS,16,0,-92.82004098312409,693162.3671984953,694126.0921777536,0
3,3,FHSS,11,0,-87.42302074351274,686780.131284767,687525.224474472,0
4,4,FHSS,7,0,-86.51626303536328,690464.4414879429,692130.1080042775,0
5,5,FHSS,14,0,-97.42430176501135,699610.0214471653,690298.1678529053,0
6,6,FHSS,10,0,-104.72796154375024,689353.713854335,665676.6639596986,0
7,7,FHSS,11,0,-103.93515889688237,682747.1159709061,710024.6028395443,0
8,8,FHSS,19,0,-83.33485485330256,687474.5328680698,688830.0657168555,0
9,9,FHSS,12,0,-97.76642455417817,699647.4896714091,686476.4378209055,0
