,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,867,462,-109.79223789306702,723309.7551842211,715078.4064119713,0
1,1,CSS,879,606,-110.59281821406802,718351.7158242295,652854.8920852346,0
2,2,CSS,907,616,-109.20957159543171,679364.2420754404,727881.9124594687,0
3,3,CSS,913,605,-107.08740021703818,716296.7665680385,705127.1263090549,0
4,4,CSS,856,573,-108.3089651906293,713671.5495310555,663023.7026122733,0
5,5,CSS,871,578,-109.36958352709739,725595.2117251843,707604.0280428884,0
6,6,CSS,899,592,-108.37175940059348,720788.5754286727,707272.2474704166,0
7,7,CSS,902,594,-108.1824897647341,724474.4551662237,685105.2394903343,0
8,8,CSS,892,607,-109.81039476933994,658061.9721163266,718268.4812594673,0
9,9,CSS,910,634,-109.20793985645219,654491.5772589582,708410.6968526422,0
10,10,CSS,881,655,-110.06836076045518,645517.8200164394,689517.0247737335,0
11,11,CSS,875,606,-109.58130833758118,725363.193962211,668682.5009065558,0
12,12,CSS,846,582,-108.63564069955582,656166.6154897588,672676.3171629361,0
13,13,CSS,903,620,-109.8376948882071,648757.6060401248,676210.0241072184,0
14,14,CSS,899,620,-108.71524126754542,680832.3538942114,652842.3072990467,0
15,15,CSS,900,612,-108.89668292676986,725298.4519575416,702944.128282039,0
16,16,CSS,904,611,-108.6492191416491,691716.7343341976,652205.353942202,0
17,17,CSS,958,659,-108.49266709829436,655260.5383975825,676215.3994083768,0
18,18,CSS,927,652,-110.1147209460899,646811.930328548,700927.0009770185,0
19,19,CSS,889,589,-109.44707553865067,652894.4241287656,671071.0515785702,0
20,20,CSS,876,587,-109.60499720162802,730331.8690749318,696969.6429037484,0
21,21,CSS,914,626,-109.15711878773455,711491.0605546832,656632.348546796,0
22,22,CSS,879,584,-108.6991669927553,726791.756730389,692297.0343948979,0
23,23,CSS,904,616,-108.67480214337944,694725.6364549282,726418.3085925919,0
24,24,CSS,891,622,-110.88852358335231,704566.8010385119,735208.273257181,0
25,25,CSS,823,551,-109.45686002794626,718011.2556351788,718661.7378967145,0
