,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,0,1,CSS,59,55,-111.1502956409278,706640.9585892074,642776.2875375797,0
1,1,1,1,CSS,61,53,-101.56913217749737,700953.4157508475,701199.2841223594,0
2,2,2,1,CSS,66,56,-108.88639912630347,723694.0798120416,672315.7968676384,0
3,3,3,1,CSS,56,47,-94.9835638979968,695835.0078278949,693709.7484727149,0
4,4,4,1,CSS,68,60,-110.8810980213084,647890.2648210548,664933.6300557853,0
5,5,5,1,CSS,62,58,-113.03656131987104,671092.6800784537,630415.1338536451,0
6,6,6,1,CSS,45,41,-118.49429072272004,800855.6345072506,720857.533198995,0
7,7,7,1,CSS,60,55,-122.2463671660102,514381.45081517263,723720.1509323734,0
8,8,8,1,CSS,56,47,-81.5870543975963,688967.7059343543,687818.3116298001,0
9,9,9,1,CSS,60,52,-118.86126945732929,600141.6728099,608034.9032016275,0
10,10,10,1,CSS,64,61,-97.71409346902308,679971.1004340868,694199.2637477469,0
11,11,11,1,CSS,78,71,-116.10375527649184,626983.2038130979,751342.8802441668,0
12,12,12,1,CSS,70,62,-118.4999275639517,692701.4655904686,573586.2236042882,0
13,13,13,1,CSS,54,47,-103.91563936296998,710916.2243833472,687231.8677980708,0
14,14,14,1,CSS,61,54,-121.33658330095346,840118.348620816,744973.9911782928,0
15,15,15,1,CSS,68,63,-122.77557171919824,617181.7546797182,864676.3477129453,0
16,16,16,1,CSS,79,74,-123.54230766577912,852884.9439983214,562328.3326826323,0
17,17,17,1,CSS,69,68,-123.56967370933852,817819.4037619904,526144.260455252,0
18,18,18,1,CSS,57,53,-112.3989460369534,671646.7643800959,634826.8455426602,0
19,19,19,1,CSS,60,55,-115.89449962583788,645291.2579266946,615773.4990685896,0
20,20,20,1,CSS,82,75,-117.28139615089265,712613.4743599985,591415.6033028375,0
21,21,21,1,CSS,75,67,-98.36191968282088,681252.191300584,697379.4670106495,0
22,22,22,1,CSS,65,60,-121.2449917291911,562738.9533106961,593412.423086127,0
23,23,23,1,CSS,54,40,-94.60629162992046,695201.1019609703,694020.8420065935,0
24,24,24,1,CSS,56,54,-123.10535833258292,726403.5233118014,496016.0539289714,0
25,25,25,1,CSS,57,52,-118.321336951146,769728.8485466242,769625.3042820933,0
26,26,26,1,CSS,54,44,-120.8090805736922,682692.0875824408,538401.2971183514,0
27,27,27,1,CSS,64,57,-120.2057680741936,787971.9411705977,790263.7610763628,0
28,28,28,1,CSS,61,59,-123.82415582980327,596294.0072174015,881966.5741562147,0
29,29,29,1,CSS,54,50,-114.17692500683424,672084.0049208234,757687.8837739147,0
30,30,30,1,CSS,69,65,-118.37050821974276,576009.4980782794,676291.9918928574,0
31,31,31,1,CSS,51,47,-108.11740727331896,662647.6363905433,712063.7086227834,0
32,32,32,1,CSS,59,53,-122.26271662704728,858636.4401350289,746814.8179684499,0
33,33,33,1,CSS,67,62,-123.50040993588424,554337.1628952057,845029.6550845233,0
34,34,34,1,CSS,68,65,-121.09147978074432,843848.8601385801,666320.9967226031,0
35,35,35,1,CSS,60,54,-120.93343556810724,597674.2898420432,566540.487520669,0
36,36,36,1,CSS,54,46,-111.03329719122716,681410.8813997625,737804.8884571434,0
37,37,37,1,CSS,57,53,-123.80176226181132,484068.2863796049,747268.6489054745,0
38,38,38,1,CSS,69,57,-113.78423792384956,752028.2801088924,664671.1160288055,0
39,39,39,1,CSS,60,56,-122.67930278283292,806294.6289982183,542831.9258442145,0
40,40,40,1,CSS,73,67,-121.96764489391784,816613.3900784677,806263.3985418262,0
41,41,41,1,CSS,65,59,-112.59296080972526,712196.3020187787,743506.8846148143,0
42,42,42,1,CSS,76,75,-123.34789006782762,722754.274080902,489698.736859636,0
43,43,43,1,CSS,69,62,-123.3469332814404,890570.529581829,666551.1070607392,0
44,44,44,1,CSS,70,64,-122.79632476531634,870104.643459744,748206.7644465889,0
45,45,45,1,CSS,67,61,-115.79040161763749,711723.7631734322,607577.9860949123,0
46,46,46,1,CSS,61,56,-121.38863534489796,674024.8442283417,528556.0931928493,0
47,47,47,1,CSS,61,58,-123.4891484814476,780430.882627068,873984.9003591498,0
48,48,48,1,CSS,58,51,-116.00951379036024,699043.1049748837,775863.3965270375,0
49,49,49,1,CSS,58,51,-97.47508878267534,686038.5345467315,699140.6662675767,0
50,50,50,2,FHSS,17,4,-117.40362845022348,736460.5587960255,598761.7983869443,0
51,51,51,2,FHSS,8,2,-123.89703137552476,485585.28954281175,759963.4528125563,0
52,52,52,2,FHSS,16,1,-91.70243433199524,685366.3178750428,692832.7046575947,0
53,53,53,2,FHSS,14,3,-120.1980715259539,800948.5661431826,603331.3855594742,0
54,54,54,2,FHSS,16,2,-118.7071084062564,712202.0763416032,805870.4154490602,0
55,55,55,2,FHSS,13,2,-120.20060148801424,684487.7909786897,548564.7796719915,0
56,56,56,2,FHSS,10,1,-109.15675356086624,650145.8124433745,693892.379316302,0
57,57,57,2,FHSS,14,2,-113.8071332801587,736966.5885805464,641500.5424036038,0
58,58,58,2,FHSS,19,2,-121.89608454609017,537326.5653006345,768263.2817633965,0
59,59,59,2,FHSS,13,0,-113.51313230504304,652188.4579580869,635809.2246334585,0
60,60,60,2,FHSS,10,2,-114.52447390677008,745300.1804508094,736863.7583472293,0
61,61,61,2,FHSS,12,2,-123.34445892685407,487014.47291932406,689234.578358053,0
62,62,62,2,FHSS,9,2,-121.97826109506164,539650.6808312712,775896.8237722295,0
63,63,63,2,FHSS,13,1,-109.0754826728269,701574.8725255702,652196.4526912766,0
64,64,64,2,FHSS,16,2,-100.40591649969356,684892.9408273117,703115.7951043333,0
65,65,65,2,FHSS,17,3,-92.62639387702198,690618.9365274949,695178.3655991161,0
66,66,66,2,FHSS,10,3,-108.30356274409226,692797.7216354515,725073.2562253948,0
67,67,67,2,FHSS,11,3,-120.45140369614182,583909.8866622291,788970.9754382882,0
68,68,68,2,FHSS,9,2,-120.17334999224836,765208.9544958588,807700.1579211567,0
69,69,69,2,FHSS,8,1,-113.89434881947273,624014.7372360535,708716.7757054911,0
70,70,70,2,FHSS,8,3,-119.5762067617642,561021.6768963158,716211.599259155,0
71,71,71,2,FHSS,21,1,-117.0907677147022,763778.9178261508,624794.078727765,0
72,72,72,2,FHSS,12,3,-100.33439368701514,677183.0092705664,681973.981832323,0
73,73,73,2,FHSS,12,0,-120.23040384735438,731510.0030037481,554406.0531669506,0
74,74,74,2,FHSS,18,1,-113.49232306350844,625296.4733250414,678113.2653783502,0
75,75,75,2,FHSS,10,2,-121.87123001443835,839284.2150886897,607448.1869259748,0
76,76,76,2,FHSS,9,3,-120.879404254865,772281.2089572315,817296.1081582233,0
77,77,77,2,FHSS,7,0,-123.94309669632318,627666.9275597358,897272.3153608226,0
78,78,78,2,FHSS,12,2,-102.37619869974368,690835.7243963243,707459.5076200082,0
79,79,79,2,FHSS,15,3,-122.63985610568751,875674.703951332,701040.5313772681,0
80,80,80,2,FHSS,11,3,-116.1284007660248,608402.397909272,654562.744004377,0
81,81,81,2,FHSS,18,2,-108.95286473880805,668102.9854250116,721600.7028760667,0
82,82,82,2,FHSS,21,6,-119.74012469169946,604992.65793936,585790.0106925031,0
83,83,83,2,FHSS,13,1,-115.32291054674076,626057.9172219016,639947.1666253237,0
84,84,84,2,FHSS,13,3,-114.77322401056216,757173.993565844,656238.5204625705,0
