,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,32,19,-89.8730391926857,685379.3679286052,687939.6482831244,0
1,1,1,CSS,41,29,-88.1774191690255,690756.9698815572,686147.0059173787,0
2,2,1,CSS,36,23,-85.79237131464873,689562.2543449868,686732.4019676272,0
3,3,1,CSS,29,14,-82.00150395598372,690082.5604747095,687812.2971306727,0
4,4,1,CSS,48,34,-83.89145112988882,691036.4147978637,690826.7364787671,0
5,5,1,CSS,33,27,-90.10260403945449,693714.6921767042,690358.0847236452,0
6,6,1,CSS,39,30,-101.03550123732222,703759.046204086,695314.6207499809,0
7,7,1,CSS,43,24,-83.38820848219753,691387.8179370667,689890.6918269473,0
8,8,1,CSS,37,27,-106.04943390434504,716488.5671907123,694931.1637120381,0
9,9,1,CSS,36,27,-82.64980169503859,690355.7539564316,691022.9449666106,0
10,10,1,CSS,51,38,-108.63781569679415,713320.6694861696,660875.7527857914,0
11,11,1,CSS,33,21,-83.71104871683815,688268.2227479137,687635.8115550393,0
12,12,1,CSS,33,29,-110.91454279567186,659280.3421521621,727268.8363503709,0
13,13,1,CSS,46,29,-86.90844196481575,686904.1176226243,691149.514965769,0
14,14,1,CSS,30,27,-103.17653582284245,676227.2941746822,674568.5983929062,0
15,15,1,CSS,40,31,-99.36016788937813,682242.2470902995,678814.6754861235,0
16,16,1,CSS,34,30,-107.53642387652357,672521.8765854924,661299.8101794044,0
17,17,1,CSS,38,24,-83.75345119466016,691387.2514703689,688639.3812659048,0
18,18,1,CSS,34,24,-84.93200638612002,690815.8494134853,687428.4259501495,0
19,19,1,CSS,39,37,-111.21587179228544,733678.2438482495,712856.3205324449,0
20,20,1,CSS,32,28,-110.28695047086362,645785.9848862048,700498.5346542954,0
21,21,1,CSS,46,39,-109.75820145253606,658717.8549594393,660226.0994705434,0
22,22,1,CSS,30,22,-107.09549766405866,683595.1465180371,720034.959244016,0
23,23,1,CSS,35,24,-82.84828771945902,691113.1449509417,688541.0129921943,0
24,24,1,CSS,36,32,-108.80451300119493,657526.851403893,668830.3116260819,0
25,25,1,CSS,36,32,-106.82502139344655,713964.798786558,707020.4849750471,0
26,26,1,CSS,36,31,-106.22539816691646,688146.0591516077,717582.6854481956,0
27,27,1,CSS,31,24,-85.60833685810755,689622.6445961458,686792.9214892952,0
28,28,1,CSS,51,40,-103.87159122554505,708901.1551849865,698501.7811226762,0
29,29,1,CSS,37,30,-100.76358398880195,695550.3197253237,675684.4445097995,0
30,30,1,CSS,30,23,-96.99901124275964,695757.2715994144,696810.6650932169,0
31,31,1,CSS,31,26,-105.63693486926606,663225.0986173869,686449.6754049923,0
32,32,1,CSS,33,30,-100.79270753643429,695053.4032480603,675418.3508010812,0
33,33,1,CSS,36,31,-99.19344727479944,676881.2273986075,688694.2271383842,0
34,34,1,CSS,40,34,-106.40221903617643,718023.5549352205,692511.2850027859,0
35,35,1,CSS,33,26,-102.5642387203537,678127.3534643026,674749.4310133542,0
36,36,1,CSS,33,27,-101.76586418219969,672535.9436825381,689218.5070375499,0
37,37,1,CSS,45,30,-86.9825451303429,687804.4301609277,692035.1173551931,0
38,38,1,CSS,33,24,-97.63719031897848,696087.6244302765,697503.9213879715,0
