,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,30,3,-89.56846444213242,686866.7112969013,692681.7867484497,0
1,1,CSS,35,0,-83.60411422600636,691496.3594986147,689400.9417809299,0
2,2,CSS,38,7,-100.43837734861741,683509.1749962482,676183.5669997701,0
3,3,FHSS,22,1,-91.62339658178483,684166.153198515,689641.031219585,0
4,4,FHSS,16,0,-86.70045564710597,686436.8494938009,689249.402385817,0
5,5,FHSS,12,0,-108.25579724543853,655458.7068704801,700203.2023678628,0
6,6,FHSS,15,0,-106.34985549109598,687007.5384252307,660905.0956040366,0
7,7,FHSS,15,0,-111.78713735605558,638227.9080082343,673844.3119697219,0
8,8,FHSS,20,2,-100.76043458824172,703211.6900838668,695368.064349594,0
9,9,FHSS,16,0,-101.90282912598656,697471.1061570555,704542.5690709505,0
10,10,FHSS,14,0,-88.89363700569042,686462.9120284542,691862.328494644,0
11,11,FHSS,13,0,-110.8950122634597,656183.008412077,654390.0268751573,0
12,12,FHSS,19,1,-103.46387455730493,674982.3166586747,704001.3047886093,0
13,13,FHSS,8,1,-97.82901063301358,681297.8204887266,696426.6748024843,0
