,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,61,12,-84.71260719160104,687185.1457583994,688599.2661344036,0
1,1,1,CSS,50,19,-106.06673316772353,713956.0306333224,702227.2516450669,0
2,2,1,CSS,49,23,-108.8037070063435,697312.5658774122,652296.8292397031,0
3,3,1,CSS,61,17,-87.78241272963018,692545.2935652321,690659.1044203126,0
4,4,1,CSS,62,18,-95.97993663423826,695653.512577326,683395.5696488933,0
5,5,1,CSS,51,24,-103.28238765365815,678966.2090192863,672243.093145082,0
6,6,1,CSS,59,23,-106.89657780281061,685232.2279079116,719588.6110338889,0
7,7,1,CSS,68,25,-101.13701067056637,674646.5342720078,684079.7321105818,0
8,8,1,CSS,49,18,-103.59604762783763,698287.9524972547,708259.7467117119,0
9,9,1,CSS,70,15,-94.49479778947237,685050.1861292871,695273.6695168702,0
10,10,1,CSS,63,33,-109.70020038776877,663952.987239224,655915.9342717257,0
11,11,1,CSS,75,20,-91.15736240572521,684600.8434901328,690683.5267922572,0
12,12,1,CSS,69,21,-103.04854955028645,683812.7011945954,670667.4358193306,0
13,13,1,CSS,69,30,-108.45065385921959,682130.300041362,653711.3481993797,0
14,14,1,CSS,63,19,-96.04855299571064,690938.5518048325,698014.3587815939,0
15,15,2,CSS,75,23,-86.51890957019586,689938.8131619283,692279.7774306957,0
16,16,2,CSS,68,19,-107.1116987992244,672543.2967345329,715693.3720805475,0
17,17,2,CSS,63,22,-100.78446969291141,686003.9915366125,674727.9529533203,0
18,18,2,CSS,66,18,-83.30997545704237,689428.1131528117,687395.1259271995,0
19,19,2,CSS,63,14,-90.8541990291078,685914.6310811831,686115.0793710302,0
20,20,2,CSS,60,14,-96.24148685743327,682153.3515799467,684200.8097802227,0
21,21,2,CSS,64,21,-88.09697739320555,688949.4523621093,685943.5075269447,0
22,22,2,CSS,71,23,-97.66052643125909,695559.2642588705,697947.075602779,0
23,23,2,CSS,60,19,-99.8519287793151,685313.2266658499,702314.6599222346,0
24,24,2,CSS,64,11,-88.70006205161076,685793.4961868048,688424.559370122,0
