,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,0,1,CSS,236,125,-108.98037040233216,685619.0748873492,650871.4382879651,0
1,1,1,1,CSS,286,198,-108.47303449055562,713309.8619285118,717036.65288687,0
2,2,2,1,CSS,228,165,-109.57250484435087,730406.1569236348,683235.2027548987,0
3,3,3,1,CSS,262,194,-107.7553826574998,655924.7399796078,686286.1489719214,0
4,4,4,1,CSS,265,176,-109.71854679833508,715634.778242002,722423.6711578182,0
5,5,5,1,CSS,259,182,-109.30836574796194,723540.5982721833,710682.9267790403,0
6,6,6,1,CSS,252,182,-110.06979883713616,689468.3892285605,733311.5383084227,0
7,7,7,1,CSS,242,180,-108.84964331420798,657646.5674077217,668286.8863621427,0
8,8,8,1,CSS,250,161,-108.18808901470658,721028.9493441826,673602.7497777117,0
9,9,9,1,CSS,247,167,-110.00666434227482,692094.2963763481,732910.9547443881,0
10,10,10,1,CSS,272,179,-109.07538119133848,650418.4944521867,692936.7650104437,0
11,11,11,1,CSS,294,208,-108.40511065213173,687815.5030995054,725619.839035164,0
12,12,12,1,CSS,255,190,-109.1441935713764,725817.6348339245,674183.2531000072,0
13,13,13,1,CSS,256,178,-108.73076323277292,669800.1370077013,657296.7034490615,0
14,14,14,1,CSS,240,167,-109.47940134844042,727915.8254909755,675280.6170959629,0
15,15,15,1,CSS,246,174,-109.18583103520476,649810.2426190587,687383.7253966278,0
16,16,16,1,CSS,208,148,-110.03048830555812,673865.2807659807,648567.0883008818,0
17,17,17,1,CSS,248,191,-108.74616959243158,720604.649501917,668247.3042373,0
18,18,18,1,CSS,272,205,-110.89509176209704,641165.8863034203,691148.7140079944,0
19,19,19,1,CSS,248,171,-109.46287480020555,684757.0025284205,648738.6502717875,0
20,20,20,1,CSS,244,167,-109.94593392503376,661003.6101379406,722062.0324036648,0
21,21,21,1,CSS,266,197,-109.7295040178788,680254.1168358133,648202.2044181818,0
22,22,22,1,CSS,277,199,-108.55982204218978,683444.6506758828,725820.7227734176,0
23,23,23,1,CSS,252,175,-109.08645865250058,662740.6091569469,718141.6726533148,0
24,24,24,1,CSS,237,181,-108.42253700725097,653689.3537466038,695958.6120199156,0
25,25,25,1,CSS,258,188,-108.9848161946812,688499.6403656846,728145.7636342988,0
26,26,26,1,CSS,268,194,-109.60504843113615,695553.5380322713,730568.5055322782,0
27,27,27,1,CSS,247,181,-109.58963133497718,703725.6873215274,728406.1839441849,0
28,28,28,1,CSS,259,185,-108.40263701063024,720752.7483823732,671229.3486707862,0
29,29,29,1,CSS,238,159,-108.27520508450915,654831.0379896545,698307.1070285459,0
30,30,30,1,CSS,226,153,-110.15646122679316,659013.8861532013,657129.111736169,0
31,31,31,1,CSS,264,199,-109.6622442326751,668703.1504813726,652999.2898670136,0
32,32,32,1,CSS,249,173,-107.55008043080537,697722.6298589818,721188.1223832263,0
33,33,33,1,CSS,239,176,-107.93614808681347,695049.5910659098,723283.9007340664,0
34,34,34,1,CSS,257,176,-107.87807806104144,671952.3333142139,718714.5873281115,0
35,35,35,1,CSS,255,191,-109.6272356503917,707299.0835968284,651720.7241834793,0
36,36,36,1,CSS,246,171,-109.8080196034358,724001.4689421686,714271.0602214951,0
