,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,857,807,-112.19393695131527,743659.5121953138,703559.1556992314,0
1,1,CSS,881,824,-104.77983737310659,712373.9495287131,682869.281345967,0
2,2,CSS,875,823,-103.52689586794764,697347.6039111005,670326.2180372986,0
3,3,CSS,895,836,-102.70131130112041,702833.9311305559,676254.9118788587,0
4,4,CSS,941,900,-117.99489927975162,655775.8523860715,585387.2089110428,0
5,5,CSS,897,864,-112.77472386302865,746778.6566359801,672040.0157354148,0
6,6,CSS,868,822,-110.91068098351317,723799.5011084264,655404.7871061043,0
7,7,CSS,840,802,-91.55026394338535,693244.69245401,692932.917623338,0
8,8,CSS,915,879,-117.51510509232568,586873.4156148359,703129.3967354201,0
9,9,CSS,883,844,-112.4123242252164,656063.2005161693,736241.4169648385,0
10,10,CSS,918,881,-113.10187381783592,713433.8812907063,746828.740669679,0
11,11,CSS,870,815,-100.48175700901336,677170.093427143,697288.9939862761,0
12,12,CSS,848,797,-98.25554475643847,699793.7141677944,693783.0534968142,0
13,13,CSS,856,810,-100.22107335565453,701821.7612442984,682663.3761581003,0
14,14,CSS,895,857,-114.35464734807084,628812.7305493599,728103.0267663534,0
15,15,CSS,944,912,-117.60730839712724,791104.0362440749,713707.4837963221,0
16,16,CSS,845,799,-110.19153669566599,645104.6021492075,693768.905960806,0
17,17,CSS,876,846,-114.60210112169736,750321.3338377536,731390.0525786523,0
18,18,CSS,915,874,-113.27351417026875,639059.6103888493,650748.3334694345,0
19,19,CSS,908,865,-114.82577450363576,719420.1875508043,759131.7354387703,0
20,20,CSS,921,857,-85.80628113989457,689658.8514575986,686735.2897556438,0
21,21,CSS,857,816,-116.02253784514704,775030.1490943242,673321.197802991,0
22,22,CSS,868,836,-117.16455239255126,591271.2704275602,673892.1278814162,0
23,23,CSS,879,831,-108.13491178948892,719659.0725061636,707283.9464886078,0
24,24,CSS,854,799,-106.75832813447398,673575.8868194271,663948.8929821937,0
25,25,CSS,841,795,-115.80963593347491,770956.7115248349,665395.7415935975,0
26,26,CSS,901,862,-107.94011492873196,660811.78017551,708445.9489362377,0
27,27,CSS,930,901,-116.0890769032525,760341.4947118005,637685.1734574523,0
