,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,FHSS,36,0,-92.25647105929335,695056.5826107004,689292.864490163,0
1,1,FHSS,37,0,-90.76996536044379,685325.3185176465,686971.4483549071,0
2,2,FHSS,33,0,-99.49965308486303,676526.4594711668,687677.8375361268,0
3,3,FHSS,26,0,-94.1105321406301,685380.7395485598,695122.7234960198,0
4,4,FHSS,25,0,-91.46913720568212,693003.1367930265,685710.1754864422,0
5,5,FHSS,46,0,-97.71600135651519,684553.505198852,680003.920313277,0
6,6,FHSS,32,0,-91.05724712633645,684644.2580595845,688198.1840006942,0
7,7,FHSS,32,0,-97.44196208203635,699302.0833555919,692131.4107543743,0
8,8,FHSS,45,0,-106.15407212943596,663203.7586324413,679640.1008151488,0
9,9,FHSS,34,0,-88.9269495783336,689567.6251598686,693256.6331590614,0
