,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,0,1,CSS,484,425,-104.42855063923832,702024.5903584961,670261.814030171,0
1,1,1,1,CSS,512,471,-108.12292419164794,674169.9344688093,657808.8559159065,0
2,2,2,1,CSS,522,473,-83.92320064805268,689352.1979924997,691573.6180732925,0
3,3,3,1,CSS,508,468,-94.32502178990188,696534.5792236979,688639.3585602001,0
4,4,4,1,CSS,513,463,-90.49033686561673,685007.3857930719,690767.5930670167,0
5,5,5,1,CSS,479,438,-111.0606360086235,649849.4904502598,660152.6568707639,0
6,6,6,1,CSS,532,487,-95.43616916668822,696173.2185786817,684874.2432880792,0
7,7,7,1,CSS,505,442,-95.64396143460677,685683.8979160537,696872.1157837376,0
8,8,8,1,CSS,507,457,-104.38312950484902,687514.62163103,666679.3630145285,0
9,9,9,1,CSS,524,462,-82.69624671872765,690349.293247286,691038.2879184083,0
10,10,10,1,CSS,491,434,-82.73814664709835,691105.6551386346,690242.1503018079,0
11,11,11,1,CSS,522,457,-85.1283219532098,691702.0568374643,690374.4697505104,0
12,12,12,1,CSS,503,439,-86.38508510880386,687222.9315401253,691271.8179631447,0
13,13,13,1,CSS,467,435,-109.41366912279656,655257.3022016787,667262.7760003454,0
14,14,14,1,CSS,500,458,-101.10418201772328,700114.947706113,678010.046307383,0
15,15,15,1,CSS,538,473,-91.54429644873882,693127.549589998,685770.7874263373,0
16,16,16,1,CSS,502,457,-86.30174667988967,690592.0576878203,686822.8382502198,0
17,17,17,1,CSS,542,498,-109.66000885923708,652246.8589700218,708712.5903331795,0
18,18,18,1,CSS,537,472,-92.07109587057664,686978.3114730024,694374.4838196915,0
19,19,19,1,CSS,500,451,-105.93123443866284,671724.4127982482,668666.1816953467,0
20,20,20,1,CSS,543,495,-94.01963160306458,686466.4866263017,683151.2521504733,0
21,21,21,1,CSS,499,441,-97.43151768087571,691202.8380144809,699499.1468214634,0
22,22,22,1,CSS,530,481,-92.56623678738823,683805.9710960246,687729.4440285091,0
23,23,23,1,CSS,500,467,-108.3038947440306,675404.6111966748,722383.4973167386,0
24,24,24,1,CSS,485,437,-96.2718353384228,697743.6532435772,692719.4988600947,0
25,25,25,1,CSS,508,471,-110.49451016300704,665260.2360128762,728679.284153015,0
26,26,26,1,CSS,503,444,-92.42342435444722,683663.2044545364,689725.7505426514,0
27,27,27,1,CSS,493,460,-106.35597576926106,674047.8027922557,713566.5267531781,0
28,28,28,1,CSS,526,474,-97.25284202678354,699447.2150022243,689566.9431190838,0
29,29,29,1,CSS,515,484,-109.70413378316174,727476.5981343577,707373.2915796365,0
30,30,30,1,CSS,531,460,-86.47153376289893,686674.8179238493,688446.9115523463,0
31,31,31,1,CSS,481,433,-88.32487170446612,691203.6651792891,692522.612871149,0
32,32,32,1,CSS,523,462,-96.18590099550866,689603.6639873753,698286.0951370872,0
33,33,33,1,CSS,503,453,-95.92933740356136,694413.8218772446,682392.7663401709,0
34,34,34,1,CSS,511,446,-84.75312353820327,691720.4277657187,688834.3757224161,0
35,35,35,1,CSS,529,474,-93.931387449305,690379.8406178575,696189.894155764,0
36,36,36,1,CSS,503,446,-83.1487394311815,690897.7234867328,688105.0216606725,0
37,37,37,1,CSS,504,444,-86.36216486790396,688830.8117942793,686605.6048649156,0
38,38,38,1,CSS,475,417,-89.88301303615998,692556.369083587,692338.1035511915,0
39,39,39,1,CSS,493,453,-108.53559472041668,658989.4164304794,668717.5288121512,0
40,40,40,1,CSS,491,457,-111.95960223460465,735894.8868203352,660823.9157790932,0
41,41,41,1,CSS,507,467,-111.76474089722166,664433.0445157164,736564.0592032439,0
42,42,42,1,CSS,487,453,-97.43094413773436,691928.8278858411,699342.1665597332,0
43,43,43,1,CSS,504,463,-95.1630709168527,683165.6059222955,684587.7807991026,0
44,44,44,1,CSS,491,454,-110.81851219909284,648059.6816985782,665328.9850813857,0
45,45,45,1,CSS,542,490,-96.02472275211976,695410.9910210258,695730.2961629984,0
46,46,46,1,CSS,519,477,-106.1302395818281,670297.7170457564,669096.197217428,0
47,47,47,1,CSS,537,482,-94.60556847874562,693914.9207335376,695283.0951964911,0
48,48,48,1,CSS,533,477,-103.23748654149584,706875.8385129353,699140.1550973082,0
49,49,49,1,CSS,537,495,-103.31148287851536,673330.0712347538,701574.4259057423,0
50,50,50,2,FHSS,16,2,-108.22626584240749,717483.7184068281,667672.7613937883,0
51,51,51,2,FHSS,7,1,-99.65917608105006,686789.5169278997,702390.4714104652,0
52,52,52,2,FHSS,12,2,-109.34297773756376,723580.9983430443,667901.0800009512,0
53,53,53,2,FHSS,22,1,-103.39551936313786,709014.505951661,694905.6387332488,0
54,54,54,2,FHSS,14,1,-111.174029335435,646622.9243188862,714992.1027014628,0
55,55,55,2,FHSS,16,1,-110.98236691172994,711546.3991850406,732861.4788173825,0
56,56,56,2,FHSS,15,0,-101.93700233627744,696360.2322990946,673664.2598884006,0
57,57,57,2,FHSS,12,1,-91.0432125223814,684598.9182536806,688431.9362383891,0
58,58,58,2,FHSS,15,0,-91.43372673926014,684326.0792997079,688684.9621080981,0
59,59,59,2,FHSS,18,1,-96.57480474623468,680223.313760827,690742.643631636,0
60,60,60,2,FHSS,11,1,-89.43848829390699,691255.9924859734,693052.5873681761,0
61,61,61,2,FHSS,11,1,-94.80617506826448,684375.7930552324,683753.9172339067,0
