,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,0,1,CSS,40,19,-102.55416399911464,676919.6286459112,675792.8201238989,0
1,1,1,1,CSS,39,19,-91.20707202406898,690220.6882709748,694349.2519477323,0
2,2,2,1,CSS,32,18,-101.18570022936125,701555.8931391826,679326.7772179958,0
3,3,3,1,CSS,29,13,-95.23867894672644,694449.3165787179,695573.5727503578,0
4,4,4,1,CSS,32,21,-103.04776325971942,670963.9570500152,682907.1950087338,0
5,5,5,1,CSS,36,13,-94.10852922021336,695883.49618165,686774.5163323904,0
6,6,6,1,CSS,38,15,-93.13946113138437,690300.8082991829,683223.5989428542,0
7,7,7,1,CSS,34,15,-95.30191062330512,685719.0844909027,696528.652121088,0
8,8,8,1,CSS,33,21,-100.74987297326436,681662.2613580794,702270.0008113623,0
9,9,9,1,CSS,37,24,-100.7638184444668,697731.1387107878,701936.8561023365,0
10,10,10,1,CSS,41,28,-104.83190688056432,705168.4557933401,671281.7436141113,0
11,11,11,1,CSS,24,14,-97.6790044232625,699386.0002058182,692822.2996424584,0
12,12,12,1,CSS,35,23,-104.47469432560786,711715.1899062997,695236.2407872564,0
13,13,13,1,CSS,38,16,-89.38823892907145,691835.4488663267,692666.071913329,0
14,14,14,1,CSS,40,19,-89.72445820611377,692725.6439725176,692021.0913050696,0
15,15,15,1,CSS,40,30,-102.09502732970223,681383.9453845681,704992.9175623775,0
16,16,16,1,CSS,33,19,-99.37370470405844,695203.2994246925,700840.4942327378,0
17,17,17,1,CSS,39,25,-101.22661867649694,681342.7619260292,675756.2414394539,0
18,18,18,1,CSS,43,26,-105.8895971455588,681017.9118253597,715210.7677180853,0
19,19,19,1,CSS,45,20,-98.4145659087638,700038.7201823042,693735.3999795701,0
20,20,20,1,CSS,30,11,-99.80876592091812,701482.8385046531,695390.4826889869,0
21,21,21,1,CSS,47,25,-102.00717486757908,685681.2645214936,706356.9844707672,0
22,22,22,1,CSS,36,22,-105.54352974109196,689125.6253465175,715480.3823925932,0
23,23,23,1,CSS,45,26,-104.9306256246965,681416.632686949,712352.7214124327,0
24,24,24,1,CSS,37,28,-100.59335976097717,699461.9274567262,700199.7614011562,0
25,25,25,1,CSS,41,21,-88.74138555537571,692132.3370746226,692016.4056066727,0
26,26,26,1,CSS,31,20,-96.51472024119876,695535.0583119983,696302.9214321136,0
27,27,27,1,CSS,44,18,-96.61219394458053,697932.5434175637,693194.5634504205,0
28,28,28,1,CSS,51,29,-99.95769298343528,702466.2487272607,693579.3685269927,0
29,29,29,1,CSS,36,17,-93.4160039466791,693562.0577584315,684469.9945179533,0
30,30,30,1,CSS,42,18,-90.08104554134796,685784.5483532989,686926.7641019636,0
31,31,31,1,CSS,34,15,-105.6547002621458,671789.8602768218,669743.4390646489,0
32,32,32,1,CSS,36,18,-94.70714704713396,686773.1889443449,696418.4826796792,0
33,33,33,1,CSS,30,16,-99.43312395754076,694930.8209884514,701071.9354818079,0
34,34,34,1,CSS,26,13,-103.74164355098932,683059.3508013444,709623.1503515441,0
35,35,35,1,CSS,44,29,-102.62933018691592,702670.0286558126,702512.4946096184,0
36,36,36,1,CSS,30,16,-100.89648820488397,702301.92999532,681228.0946738118,0
37,37,37,1,CSS,30,17,-99.01631817907564,688812.3794751571,677128.6638691046,0
38,38,38,1,CSS,46,25,-98.27638638853176,681273.1682676547,697240.5483300869,0
39,39,39,1,CSS,52,30,-99.75777380307764,683700.4908837803,677296.7447675982,0
40,40,40,1,CSS,36,12,-93.18890920892082,683312.9166518056,687882.4313261354,0
41,41,41,1,CSS,38,26,-105.50836068768206,680159.7197630691,665149.3835687618,0
42,42,42,1,CSS,41,24,-101.92005066849808,706008.604726428,684981.8831653056,0
43,43,43,1,CSS,43,30,-103.00850409569232,677261.0398452926,704627.0566498243,0
44,44,44,1,CSS,29,11,-95.70604645723864,694989.4355428708,683130.7027949406,0
45,45,45,1,CSS,42,28,-101.30772548195608,687633.3518665988,673500.9146768559,0
46,46,46,1,CSS,44,20,-88.65726490360991,686420.2805289613,687180.0519130963,0
47,47,47,1,CSS,36,22,-104.14203547417864,669949.9229697109,678757.7391134235,0
48,48,48,1,CSS,39,22,-102.3637922376498,671476.4061256335,691689.9872858642,0
49,49,49,1,CSS,37,16,-92.19160558118608,686327.7423380935,684730.4692606302,0
50,50,50,2,FHSS,15,4,-88.00169402398978,686490.1868192365,691265.6798016158,0
