,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,38,21,-95.64354945588343,687598.9565194878,697551.6043320255,0
1,1,1,CSS,38,22,-86.78112984777604,692257.7694853448,688444.6002810608,0
2,2,1,CSS,37,17,-84.27166043189257,687494.5921607921,688228.305566456,0
3,3,1,CSS,31,16,-94.4851044591781,689104.0524887051,682118.9256731628,0
4,4,1,CSS,32,11,-92.13408335452891,691255.6895511297,694664.3450084432,0
5,5,1,CSS,21,15,-95.1433595746299,687131.3193235734,681875.1212033059,0
6,6,1,CSS,43,27,-105.24943690258034,714234.5828390837,693767.6724165278,0
7,7,1,CSS,46,29,-110.02802950782274,732383.1120661475,697298.4010828197,0
8,8,1,CSS,36,24,-93.12359105859991,684695.3379785926,693497.0361948576,0
9,9,1,CSS,39,23,-105.10803157054528,711358.4445955313,700950.1477459689,0
10,10,2,CSS,35,26,-89.8485630139138,693488.8268717685,688112.2518749384,0
11,11,2,CSS,42,22,-97.48134385367675,687509.0242444312,679283.0557507087,0
12,12,2,CSS,33,23,-101.69282144409057,703978.6257988722,681174.5646075762,0
13,13,2,CSS,39,28,-110.54458070336987,684914.4947039597,735559.4910222967,0
14,14,2,CSS,37,20,-86.9407275249774,692459.7932579212,689126.0461451265,0
15,15,2,CSS,46,33,-105.75546643209711,677860.6129417955,713499.8892233687,0
16,16,2,CSS,35,24,-110.96494783107129,710634.6611218638,645616.5056265554,0
17,17,2,CSS,33,22,-105.23310166545735,706707.4368373613,707676.8002582119,0
18,18,2,CSS,44,24,-83.76146695654349,691524.3059172634,689618.8906832124,0
19,19,2,CSS,31,22,-108.04667150287148,655053.1658633817,684016.5562555533,0
20,20,2,CSS,29,17,-101.97293395851582,706653.8222392118,688228.6469319781,0
21,21,2,CSS,30,20,-111.2136040479279,686751.9239345416,739419.9124977353,0
22,22,2,CSS,37,26,-107.1961626645297,683098.6561083575,720307.4442040512,0
23,23,2,CSS,36,22,-87.93746474200722,687886.3606301771,686333.5462861499,0
24,24,2,CSS,40,17,-85.63088177891532,690744.3270177399,687140.0365070072,0
25,25,2,CSS,42,26,-93.1558102471435,692000.9979631961,683708.8092131218,0
26,26,2,CSS,38,25,-90.74435447330926,685740.1643370586,692416.9987030363,0
27,27,2,CSS,35,16,-93.1596017336517,683145.7439154673,689473.3936674438,0
28,28,2,CSS,30,18,-109.52981010711673,685241.8523438447,648367.7583474158,0
29,29,2,CSS,42,17,-83.73352553245766,687455.3713711713,688601.1366516066,0
30,30,2,CSS,40,29,-108.29849593086209,653693.1564093595,686960.3332443166,0
31,31,2,CSS,35,21,-102.77298155948051,678248.8816518217,674096.2058741016,0
32,32,2,CSS,25,13,-82.8475828753883,687886.6282242127,688257.79901758,0
33,33,2,CSS,41,20,-85.94905843894132,692110.1864420172,688990.7808764841,0
34,34,2,CSS,43,24,-89.1365221662339,693314.3456548672,688854.5095620087,0
35,35,2,CSS,37,24,-98.01822845429086,694210.0309731165,679555.2505591693,0
36,36,2,CSS,28,17,-84.02403277594783,687674.2968101543,688079.018647055,0
37,37,2,CSS,35,20,-90.58619597530267,685732.5482233916,692270.1974302827,0
38,38,2,CSS,34,22,-90.43470659676301,687116.5209444311,693372.9809577996,0
39,39,2,CSS,38,25,-100.39498060607995,693566.0448089032,675610.7761350119,0
40,40,2,CSS,42,26,-110.96689635791964,656626.6761224505,725392.2797681534,0
41,41,2,CSS,46,33,-111.85610612733637,676200.4885742156,637129.7722006473,0
42,42,2,CSS,38,16,-94.03516192890565,695122.411196591,693336.0246106905,0
43,43,2,CSS,35,20,-85.46401556361182,689222.1439365424,691987.4244795161,0
44,44,2,CSS,31,20,-95.50674912042629,688060.9366194569,697508.7488741011,0
45,45,2,CSS,35,22,-102.45818850522645,677758.5303763811,675331.0397560208,0
46,46,2,CSS,34,18,-96.7020722055116,687267.0072312037,680237.4960824192,0
47,47,2,CSS,39,23,-93.23668748816242,695731.7736849139,689501.3958431397,0
48,48,2,CSS,37,24,-97.94264401971509,693450.8154003866,699499.2658583627,0
49,49,2,CSS,31,19,-106.03771215298671,686886.1378328068,716892.5127031275,0
50,50,2,CSS,33,18,-97.2270394116299,699226.9443600851,691360.4507162084,0
51,51,2,CSS,34,25,-98.40252435598785,699922.7474578525,684851.6663277714,0
52,52,2,CSS,36,21,-93.2363800945295,695730.8195120972,689542.9258326053,0
53,53,2,CSS,30,14,-101.11902071105467,704077.8680556834,683908.6154155735,0
54,54,2,CSS,44,24,-90.72927388647093,685177.561812571,691534.9188245413,0
55,55,2,CSS,33,17,-83.23351025495418,691209.5749303545,690281.7703417961,0
56,56,2,CSS,32,16,-101.79169929498795,678000.1072804066,701912.8154055015,0
57,57,2,CSS,44,33,-110.59980547972572,679042.1779960068,643914.8247237242,0
58,58,2,CSS,54,24,-83.1470548432512,687469.0198020149,689032.6874273462,0
59,59,2,CSS,45,26,-98.82689393312509,687143.4053717479,701227.0260139306,0
