,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,60,15,-87.67193119011408,691960.3970500865,691554.8862326536,0
1,1,1,CSS,47,18,-92.86299347339508,690706.4089692292,683495.9675796017,0
2,2,1,CSS,82,24,-104.45338554016215,679213.6745695343,668799.7439104214,0
3,3,1,CSS,71,21,-99.7151311925623,693256.2894643091,702171.3411733912,0
4,4,1,CSS,74,24,-103.33698961192047,669293.2091874551,687358.0957678781,0
5,5,1,CSS,75,26,-102.31997657239214,675295.2396339339,700560.3420247996,0
6,6,1,CSS,61,17,-85.40757390715656,687074.1010860753,688349.6976415536,0
7,7,1,CSS,55,19,-93.45557609513295,690521.3082701802,683024.0425467038,0
8,8,1,CSS,81,26,-84.24066622786096,687888.9706546667,687762.1374241327,0
9,9,1,CSS,74,17,-96.15166914163858,682325.2461606441,694700.4060950422,0
10,10,1,CSS,59,16,-110.80554908037965,720007.3211955241,726111.344852675,0
11,11,1,CSS,68,22,-86.84476758395209,690966.2286905268,686812.4044083216,0
12,12,1,CSS,68,17,-90.61142682719017,693863.8833899772,690826.7392513872,0
13,13,1,CSS,66,19,-90.00119228001873,685277.5548153961,688037.9833982649,0
14,14,1,CSS,51,19,-107.37941626365793,676165.7305644882,660053.589036841,0
15,15,2,CSS,39,11,-106.36595245815627,701544.5972846474,663446.0641896361,0
16,16,2,CSS,41,15,-109.79684606911661,670343.8983996954,651380.6651982846,0
17,17,2,CSS,40,7,-101.78655619532964,675774.6549340442,699421.737491196,0
18,18,2,CSS,36,4,-95.99538402359227,694428.1719016997,696499.7335746603,0
19,19,2,CSS,52,11,-86.65723062954781,690013.1946221421,692312.9278729968,0
20,20,2,CSS,35,10,-89.91032406746723,686362.7894130853,686363.6806102552,0
21,21,2,CSS,50,16,-102.08876312385064,700741.9241474218,702767.5375005314,0
22,22,2,CSS,35,6,-85.4850850907603,687821.572800098,691455.4574467812,0
23,23,2,CSS,31,7,-98.18642739140863,699176.8605830023,683975.9548379089,0
24,24,2,CSS,34,15,-83.1007597416611,690846.4025081334,688064.7007082045,0
