,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,48,12,-94.14204226839396,695417.4152598181,685785.3136647877,0
1,1,1,CSS,66,16,-94.68636618586856,688246.8787936202,696789.3510459701,0
2,2,1,CSS,53,13,-87.67628480017329,687969.1517287224,692415.6423346185,0
3,3,1,CSS,52,12,-100.55582850404772,697205.9860252835,676969.7019838595,0
4,4,1,CSS,71,18,-105.53627413463711,670490.4028203711,707315.483967029,0
5,5,1,CSS,58,16,-99.51541549916266,695372.1719723912,700990.905396925,0
6,6,1,CSS,52,13,-96.99421068693852,692909.2862537848,698504.2510466959,0
7,7,1,CSS,61,15,-89.32147530796256,692889.712991634,691440.9491387573,0
8,8,1,CSS,62,18,-93.10303308928736,695582.5521265086,688597.8308336041,0
9,9,1,CSS,56,15,-101.40510048932757,684558.1537208232,704856.130045688,0
10,10,1,CSS,71,25,-105.91779339642954,700561.6894011912,714240.9921337176,0
11,11,1,CSS,62,21,-105.26432443310154,665813.2038380967,698384.0727232882,0
12,12,1,CSS,67,20,-109.23604384348074,717188.3387470499,718029.7690261103,0
13,13,1,CSS,60,15,-83.55975298820955,691054.2565758332,688144.3753404295,0
14,14,1,CSS,66,18,-96.84654104423126,695334.8901039801,696938.2397946067,0
15,15,2,CSS,48,11,-89.5539518500995,693417.4640132262,690441.7336681074,0
16,16,2,CSS,27,11,-100.20721267867816,692294.9179941074,675605.0389984528,0
17,17,2,CSS,34,11,-88.54256561817537,685730.398857021,689519.838753227,0
18,18,2,CSS,26,9,-97.45985871809665,698879.3950644381,685408.7245520871,0
19,19,2,CSS,35,12,-108.85736825637028,710430.3071271683,657536.4519635412,0
20,20,2,CSS,30,9,-110.77102341912062,666627.97194339,731195.038988885,0
21,21,2,CSS,52,11,-104.34735274988225,690504.8447436919,666720.5106510121,0
22,22,2,CSS,37,12,-106.98430934505214,664016.3729787479,706794.9991586896,0
23,23,2,CSS,29,9,-102.8107936218465,700034.1779117713,673617.8248514232,0
24,24,2,CSS,37,7,-90.53837291434778,685166.2861230507,691268.6095594116,0
