,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,36,3,-97.68736226038729,690294.3070023333,678895.7040349789,0
1,1,CSS,40,7,-82.24120935804885,689371.3774896389,691193.1055667917,0
2,2,CSS,32,3,-82.81159570339555,687510.653696686,689521.0725461458,0
3,3,CSS,43,5,-106.87457066260373,684894.5766042265,719461.9719423812,0
4,4,CSS,37,10,-92.0305686627143,687264.5181243615,694476.8625824886,0
5,5,CSS,35,11,-101.85298047821863,685366.9281648828,672851.3889588931,0
6,6,CSS,35,5,-84.70443597352565,688779.8480221231,687129.6770003986,0
7,7,CSS,34,7,-101.35457714642189,702788.3687718587,698361.792383826,0
8,8,CSS,30,5,-97.66792737265195,681924.2244515561,696813.8833260927,0
9,9,CSS,39,6,-109.6715141934988,694002.4818636463,731091.8732068583,0
10,10,FHSS,30,1,-98.31666122945582,693638.6586999331,699939.1130504739,0
