,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,43,5,-91.27402076445777,688314.6789383315,684488.700477002,0
1,1,CSS,39,5,-86.87188110875564,688294.5163128469,686585.6970104533,0
2,2,CSS,26,3,-83.96038164249327,691343.1834512026,690404.621428943,0
3,3,CSS,38,7,-95.87090763943203,690581.0117448758,697891.694838899,0
4,4,CSS,35,9,-109.42852439003727,660852.6900698267,660305.6833527886,0
5,5,CSS,39,12,-99.00067174760656,677555.5331274776,686230.0834639319,0
6,6,CSS,42,10,-102.06941532527568,690578.364376166,671973.6692986767,0
7,7,CSS,35,5,-97.80655532474992,699527.1227662192,685930.4633582633,0
8,8,CSS,50,10,-105.41034822326331,666159.6685272538,700298.7204036904,0
9,9,CSS,39,9,-103.22297235039434,683459.5360999879,708461.5544036812,0
10,10,FHSS,41,7,-94.83311565769932,682270.1893303454,692003.6085389695,0
