,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,923,721,-99.33060319262496,690757.7327937376,676732.3171936753,0
1,1,1,CSS,873,705,-95.82870204668313,685090.5157275698,682068.2675133275,0
2,2,1,CSS,875,720,-92.57015513864636,683710.2362336426,690743.7347803568,0
3,3,1,CSS,915,789,-104.69548089873193,683105.1590986918,666621.5063508899,0
4,4,1,CSS,847,683,-96.14636313053715,692322.8665697953,681067.6618202386,0
5,5,1,CSS,868,698,-92.09581725481395,694514.627818652,691574.6884660677,0
6,6,1,CSS,891,757,-103.76217898997609,698613.8395754672,708550.2195207819,0
7,7,1,CSS,866,687,-91.33837578181085,684333.9512927273,689226.1269220461,0
8,8,1,CSS,924,764,-96.16192915429889,684152.977931155,682288.9317004737,0
9,9,1,CSS,874,751,-99.70394844514047,695642.7454627455,701172.0014921208,0
10,10,1,CSS,851,692,-91.98577407975887,687031.3007442257,694340.1749575739,0
11,11,1,CSS,898,782,-105.31966411652687,674934.9484839442,668530.6363550087,0
12,12,1,CSS,832,666,-97.05855990810845,679676.9513146993,690672.147099781,0
13,13,1,CSS,880,765,-103.41387616009038,699339.3529034551,671587.6450840409,0
14,14,1,CSS,836,688,-96.91429980826271,691202.746902074,698897.0000117467,0
15,15,1,CSS,884,762,-99.36686967388661,689307.7867064032,676608.0618810277,0
16,16,1,CSS,920,765,-91.91857141077605,694677.3276999473,690739.7207230766,0
17,17,1,CSS,875,684,-92.94296979009442,695431.1232160847,688359.6808973749,0
18,18,1,CSS,905,774,-103.63527033434235,708795.1640681247,697301.9930376097,0
19,19,1,CSS,901,774,-105.62377808107327,699763.7083971524,713601.7340438407,0
20,20,1,CSS,894,731,-96.68184770555611,680103.8174646893,688101.8410465593,0
21,21,1,CSS,818,707,-98.8774300089529,684279.605046561,678450.9103218935,0
22,22,1,CSS,895,690,-89.45190518625171,690291.0108045706,685418.2188908178,0
23,23,1,CSS,928,767,-96.94609789791342,686290.7058673635,680238.0412674383,0
24,24,1,CSS,883,707,-89.49935133883726,688466.2914446704,693411.9842728855,0
25,25,1,CSS,897,764,-98.69046068179613,683764.8924679875,699822.7711188942,0
26,26,1,CSS,901,720,-92.18471680469331,694806.513968925,687910.1716628358,0
27,27,1,CSS,891,759,-100.84184874153554,684216.8989205816,675154.6830648229,0
28,28,1,CSS,934,772,-93.7872837211584,695069.9865014417,685758.9416807762,0
29,29,1,CSS,852,707,-95.38305957265035,697406.9473053036,688158.5510023154,0
30,30,1,CSS,957,790,-99.22799054693043,682435.2852002644,678917.8512274073,0
31,31,1,CSS,836,684,-95.98157896289696,688239.7332053847,698002.3285028216,0
32,32,1,CSS,862,747,-105.58211079000111,692343.2854433918,663388.684963482,0
33,33,1,CSS,866,752,-104.12546900197948,710189.6206579418,681755.9129519297,0
34,34,1,CSS,888,763,-104.65898150607661,666874.239144652,696233.0013473581,0
35,35,1,CSS,861,725,-104.21178212527713,689976.9843017748,667053.1380904755,0
36,36,1,CSS,910,749,-94.1664957586029,695459.4161624573,693005.0539018975,0
37,37,1,CSS,898,741,-93.99353087745541,696252.7916488497,690281.4881577645,0
38,38,1,CSS,937,765,-93.38555205769602,686016.9712395632,683948.9124482546,0
39,39,1,CSS,843,716,-100.92236493448118,696281.5867717938,675724.3531233007,0
40,40,1,CSS,895,763,-105.70782107211116,684203.978967896,663357.4766571117,0
41,41,1,CSS,897,731,-92.90645344847904,684866.8149745204,693458.8181831001,0
42,42,1,CSS,899,763,-104.04280434055738,688648.0817345479,667490.1380419971,0
43,43,1,CSS,905,766,-104.54809712904786,711167.0510566005,697605.0580527952,0
44,44,1,CSS,862,697,-92.12100915647005,686966.4285287398,694404.135149676,0
45,45,1,CSS,924,712,-90.48445175263758,686696.5913321747,693130.5962489158,0
46,46,1,CSS,928,777,-94.8346533012064,696137.8472280417,685877.9050992827,0
47,47,1,CSS,881,758,-103.77626275795298,676023.9385042456,705941.3810097675,0
48,48,1,CSS,874,704,-89.86075075566973,685346.2835616526,690769.2968324701,0
49,49,1,CSS,832,673,-98.51925163551608,688641.633698625,677823.5555112587,0
50,50,2,CSS,35,33,-95.79936447670903,689239.9812422098,697900.0753235379,0
51,51,2,CSS,38,32,-91.96108085888125,687645.1681788015,684246.5339222854,0
52,52,2,CSS,29,27,-104.86916005405025,710803.4974662483,700559.9387373081,0
53,53,2,CSS,32,30,-94.25383969627528,682709.5281997666,691776.6828552095,0
54,54,2,CSS,39,35,-98.27770419913111,690574.9700351101,678176.6772279624,0
55,55,2,CSS,53,43,-93.88686175077734,696000.8222100483,691139.583321512,0
56,56,2,CSS,36,30,-97.56581487540268,689726.5074669358,699811.9089396079,0
57,57,2,CSS,35,33,-102.11101615053693,703266.8481400382,678623.1177654711,0
58,58,2,CSS,44,39,-100.98608007335788,702635.8298982532,697354.5049467018,0
59,59,2,CSS,38,34,-105.87234623003685,697641.1911591623,663615.3047548807,0
60,60,2,CSS,35,33,-99.87203155673349,688735.9273257857,675857.7392421581,0
61,61,2,CSS,28,23,-94.46039838498228,689026.7867981562,682143.347563159,0
