,type,annulus_width,devices_set_1,devices_set_2,dr_set_1,dr_set_2,mod_set_1,mod_set_2,cr_set_1,cr_set_2,tx_pkts_mean_set_1,tx_pkts_std_set_1,tx_pkts_mean_set_2,tx_pkts_std_set_2,rx_pkts_mean_set_1,rx_pkts_std_set_1,rx_pkts_mean_set_2,rx_pkts_std_set_2,payload_size
1286,POWER,18,50,10,2,1,CSS,CSS,0.8,0.8,6274.7,85.31945850742373,622.5666666666667,22.798659804665906,2719.233333333333,39.317242471408846,329.8666666666667,17.871268064192375,10
1287,POWER,18,50,50,2,1,CSS,CSS,0.8,0.8,6265.9,72.69587333542393,3137.9,59.09842073468066,1804.1666666666667,39.488465263781634,917.0666666666667,21.749993614303023,10
1288,POWER,18,50,100,2,1,CSS,CSS,0.8,0.8,6293.333333333333,88.73268219145012,6275.533333333334,78.68533676754662,1093.5333333333333,25.558734101846458,910.6,27.7952034231328,10
1289,POWER,18,50,300,2,1,CSS,CSS,0.8,0.8,6300.466666666666,84.55401955094874,18868.466666666667,148.11476031180086,142.46666666666667,12.035318395825218,217.13333333333333,12.80815712305595,10
1290,POWER,18,50,1,2,2,CSS,CSS,0.8,0.8,6279.1,71.40044350936017,127.73333333333333,11.005857026551313,2968.766666666667,45.09891597613209,58.733333333333334,12.979299758547153,10
1291,POWER,18,50,10,2,2,CSS,CSS,0.8,0.8,6295.2,75.99008707281058,1256.5666666666666,34.04084148326667,2602.9666666666667,49.218210270409294,523.7,30.389855763615156,10
1292,POWER,18,50,50,2,2,CSS,CSS,0.8,0.8,6289.933333333333,80.04246095389344,6284.0,78.66299426456297,1457.9333333333334,54.02217651627483,1497.9,52.07773036529146,10
1293,POWER,18,50,100,2,2,CSS,CSS,0.8,0.8,6272.433333333333,74.06604410179396,12581.233333333334,101.69060373942565,729.3333333333334,47.62865617345181,1520.9666666666667,52.07333504032771,10
1294,POWER,18,50,300,2,2,CSS,CSS,0.8,0.8,6300.8,82.32958156094321,37779.933333333334,137.50028686838763,51.6,9.474879066950319,457.6666666666667,20.273682995998094,10
1295,POWER,18,50,1,2,3,CSS,CSS,0.8,0.8,6290.766666666666,102.36623249663708,252.3,12.377802712921223,2969.4666666666667,51.58406299968582,153.5,13.53452375716757,10
1296,POWER,18,50,10,2,3,CSS,CSS,0.8,0.8,6307.266666666666,87.74050122694511,2521.8,40.13510516576064,2715.8,39.684085811149366,1309.6666666666667,34.69518058110601,10
1297,POWER,18,50,50,2,3,CSS,CSS,0.8,0.8,6264.533333333334,69.66861241301964,12649.3,103.15268618250649,1789.3,39.34475822774871,3726.9666666666667,53.552144889091245,10
1298,POWER,18,50,100,2,3,CSS,CSS,0.8,0.8,6261.166666666667,67.7431833389079,25226.3,162.38270638628157,1058.9666666666667,32.53355532711146,3735.9666666666667,54.80357855306735,10
1299,POWER,18,50,300,2,3,CSS,CSS,0.8,0.8,6325.4,71.12974061530099,75772.6,207.4365123758753,136.93333333333334,12.852842314272573,1065.5333333333333,34.782882124529145,10
1300,POWER,18,50,1,2,4,CSS,CSS,0.8,0.8,6301.833333333333,77.98678663010094,504.4,22.65627212642598,2965.266666666667,34.01757715586981,303.6,18.600358419485723,10
1301,POWER,18,50,10,2,4,CSS,CSS,0.8,0.8,6305.033333333334,82.26278353882488,5049.1,62.38447990753256,2707.2,39.60336686023887,2637.1,43.762502975340276,10
1302,POWER,18,50,50,2,4,CSS,CSS,0.8,0.8,6286.366666666667,78.5627067309222,25276.2,185.8831891269353,1793.8,50.61053908690034,7397.1,98.60843439246631,10
1303,POWER,18,50,100,2,4,CSS,CSS,0.8,0.8,6314.066666666667,101.73754906075185,50554.9,173.17204354822016,1051.6,30.122638220005452,7454.466666666666,86.37311824610454,10
1304,POWER,18,50,300,2,4,CSS,CSS,0.8,0.8,6290.533333333334,95.0753151746317,151514.73333333334,356.65828027523617,130.96666666666667,9.268165346436634,2211.8333333333335,57.36554327778615,10
1305,POWER,18,50,1,2,5,CSS,CSS,0.8,0.8,6293.133333333333,65.89371914091831,881.4,29.427424850525632,2986.733333333333,44.30344857407328,530.3,25.134504835650404,10
1306,POWER,18,50,10,2,5,CSS,CSS,0.8,0.8,6304.3,90.68853290245686,8871.866666666667,94.17173437691139,2728.6666666666665,54.250857648110554,4640.333333333333,75.12936990433383,10
1307,POWER,18,50,50,2,5,CSS,CSS,0.8,0.8,6311.3,60.85948296417466,44393.13333333333,224.2679548119962,1780.6333333333334,40.653399475183974,12836.966666666667,125.8513629467538,10
1308,POWER,18,50,100,2,5,CSS,CSS,0.8,0.8,6288.5,62.298608866223226,88763.16666666667,326.50452608739675,1050.2666666666667,37.64477239788931,12776.066666666668,117.23080747918706,10
1309,POWER,18,50,300,2,5,CSS,CSS,0.8,0.8,6272.766666666666,74.23776367560889,266018.3,431.8113901539266,131.03333333333333,12.419026621367,4046.4666666666667,92.61631725685396,10
1310,POWER,18,50,1,2,8,CSS,FHSS,0.8,0.3333333333333333,6293.966666666666,74.88546068645249,14.733333333333333,3.8895872388839523,2982.133333333333,39.916356992535725,13.566666666666666,3.738835231577996,10
1311,POWER,18,50,10,2,8,CSS,FHSS,0.8,0.3333333333333333,6289.766666666666,81.53881829465575,144.66666666666666,10.606077922063786,2861.4666666666667,45.45894362560084,130.83333333333334,10.6366765904059,10
1312,POWER,18,50,50,2,8,CSS,FHSS,0.8,0.3333333333333333,6288.166666666667,86.5440478728735,705.7666666666667,32.21250619799017,2319.4333333333334,50.01911856702617,643.3666666666667,29.157598590342715,10
1313,POWER,18,50,100,2,8,CSS,FHSS,0.8,0.3333333333333333,6304.166666666667,77.53153480287159,1420.8333333333333,35.175828190518686,1791.1,43.184372173275825,1293.3333333333333,33.52842906483326,10
1314,POWER,18,50,300,2,8,CSS,FHSS,0.8,0.3333333333333333,6279.733333333334,67.6180120645051,4308.033333333334,74.93307384296706,620.1333333333333,30.90062926363942,3916.9333333333334,69.19245302455721,10
1315,POWER,18,50,1,2,9,CSS,FHSS,0.8,0.6666666666666666,6315.266666666666,87.23949156711592,35.53333333333333,5.83514257656905,2989.6,36.32593196785642,28.033333333333335,5.288246926492328,10
1316,POWER,18,50,10,2,9,CSS,FHSS,0.8,0.6666666666666666,6294.9,88.3373646878828,334.3666666666667,18.948145614339737,2801.5333333333333,40.040590516236,271.93333333333334,16.794708161269792,10
1317,POWER,18,50,50,2,9,CSS,FHSS,0.8,0.6666666666666666,6295.266666666666,90.39466552598974,1682.5,41.32936808937038,2101.4666666666667,43.212446766592095,1361.0666666666666,37.96044725178505,10
1318,POWER,18,50,100,2,9,CSS,FHSS,0.8,0.6666666666666666,6265.3,91.27071454378635,3370.3333333333335,54.85577048547906,1466.6,33.03694901167479,2722.0666666666666,50.997995603313235,10
1319,POWER,18,50,300,2,9,CSS,FHSS,0.8,0.6666666666666666,6297.933333333333,73.81098984719159,10129.566666666668,94.52149079559749,344.6666666666667,19.098574699583097,8119.466666666666,82.14326238685408,10
1320,POWER,18,50,1,3,0,CSS,CSS,0.8,0.8,12621.066666666668,93.89317807428232,37.266666666666666,5.715087245372745,5968.466666666666,64.01704634097251,22.0,3.9072582032246945,10
1321,POWER,18,50,10,3,0,CSS,CSS,0.8,0.8,12620.333333333334,104.04432815979074,373.76666666666665,17.2832931532802,5437.866666666667,61.77741406767435,200.13333333333333,11.011307319700457,10
1322,POWER,18,50,50,3,0,CSS,CSS,0.8,0.8,12624.933333333332,85.49110415060089,1836.3333333333333,44.766306774428266,3648.133333333333,79.52975683492451,528.7666666666667,16.321117881103884,10
1323,POWER,18,50,100,3,0,CSS,CSS,0.8,0.8,12623.166666666666,99.34253313102545,3670.8,55.76821077758666,2203.4666666666667,53.077762659035365,512.3666666666667,20.983300238258252,10
1324,POWER,18,50,300,3,0,CSS,CSS,0.8,0.8,12602.0,105.21565156065581,10982.033333333333,90.90892267661202,294.3333333333333,20.577225814531516,119.46666666666667,11.893228699091297,10
1325,POWER,18,50,1,3,1,CSS,CSS,0.8,0.8,12645.166666666666,99.93400600173877,65.33333333333333,9.802494013713494,5958.1,64.77620447870241,39.36666666666667,7.273162234467818,10
1326,POWER,18,50,10,3,1,CSS,CSS,0.8,0.8,12648.566666666668,115.46303400752218,621.5333333333333,28.420337006368445,5485.933333333333,74.54525843778097,322.3666666666667,15.727859217183868,10
1327,POWER,18,50,50,3,1,CSS,CSS,0.8,0.8,12628.3,106.8610156542912,3146.5666666666666,54.939775107738555,3633.1666666666665,78.76424033503754,906.9666666666667,24.17916917973449,10
1328,POWER,18,50,100,3,1,CSS,CSS,0.8,0.8,12628.8,104.36359518529439,6273.533333333334,85.43876299562291,2207.866666666667,38.04535305249366,885.3666666666667,30.58047670582582,10
1329,POWER,18,50,300,3,1,CSS,CSS,0.8,0.8,12621.6,138.14499629012988,18874.466666666667,105.40959264802336,290.4,21.039011383617815,211.23333333333332,16.668699875981794,10
1330,POWER,18,50,1,3,2,CSS,CSS,0.8,0.8,12618.1,113.29705792002426,126.53333333333333,11.814492042496886,5987.466666666666,61.28770041551749,75.03333333333333,9.63494796157313,10
1331,POWER,18,50,10,3,2,CSS,CSS,0.8,0.8,12628.133333333333,118.32011193744235,1268.4,37.604609646513644,5455.166666666667,65.6699237770906,662.3,24.78595032136822,10
1332,POWER,18,50,50,3,2,CSS,CSS,0.8,0.8,12605.7,131.06007528356352,6298.833333333333,90.01965834687937,3615.633333333333,40.950769901865776,1822.7666666666667,30.80550095176004,10
1333,POWER,18,50,100,3,2,CSS,CSS,0.8,0.8,12630.733333333334,132.97090742798676,12573.333333333334,116.6839987125722,2176.0666666666666,38.89810049632529,1827.6,32.18964636856598,10
1334,POWER,18,50,300,3,2,CSS,CSS,0.8,0.8,12615.133333333333,97.44493601801767,37743.6,178.4706511820174,286.8333333333333,19.164347685799854,446.6333333333333,17.98422147945866,10
1335,POWER,18,50,1,3,3,CSS,CSS,0.8,0.8,12663.3,102.77618076837324,254.66666666666666,17.397956457265,5943.066666666667,60.13314855847443,121.66666666666667,20.959219663167065,10
1336,POWER,18,50,10,3,3,CSS,CSS,0.8,0.8,12607.733333333334,116.43422559062644,2518.366666666667,39.22710230893375,5226.333333333333,73.01658867834229,1053.6333333333334,68.9630255201212,10
1337,POWER,18,50,50,3,3,CSS,CSS,0.8,0.8,12646.633333333333,76.01643828073563,12634.566666666668,123.17999927838213,2923.0333333333333,89.1663177563267,3016.9666666666667,84.45333359646352,10
1338,POWER,18,50,100,3,3,CSS,CSS,0.8,0.8,12615.233333333334,132.97335154918156,25237.033333333333,153.17451557691385,1456.3666666666666,61.09145239356775,3083.766666666667,74.60548832953839,10
1339,POWER,18,50,300,3,3,CSS,CSS,0.8,0.8,12670.533333333333,143.4168128994025,75865.9,229.7148014386535,103.26666666666667,14.240630447966675,967.7666666666667,36.43229641708333,10
1340,POWER,18,50,1,3,4,CSS,CSS,0.8,0.8,12628.966666666667,94.17199984897611,503.23333333333335,23.93419218514708,5977.8,76.61392388680619,298.26666666666665,19.078667551890398,10
1341,POWER,18,50,10,3,4,CSS,CSS,0.8,0.8,12642.466666666667,98.05193635121246,5052.6,64.81440169180509,5455.166666666667,48.31361666813566,2624.733333333333,58.19045358895984,10
1342,POWER,18,50,50,3,4,CSS,CSS,0.8,0.8,12639.666666666666,134.02968162148096,25268.5,161.69204268196586,3572.233333333333,71.88680144659534,7416.0,76.16342079152345,10
1343,POWER,18,50,100,3,4,CSS,CSS,0.8,0.8,12651.4,119.61984227822184,50469.4,220.11824095244808,2127.4333333333334,53.78951777272429,7569.066666666667,94.15375132669377,10
1344,POWER,18,50,300,3,4,CSS,CSS,0.8,0.8,12618.733333333334,135.8437664704895,151516.06666666668,379.64719879851026,270.56666666666666,20.663467494321687,2414.9666666666667,47.85010159051099,10
1345,POWER,18,50,1,3,5,CSS,CSS,0.8,0.8,12613.333333333334,88.40412257858164,883.9333333333333,28.514245952194184,5986.166666666667,79.25237465772801,527.7666666666667,25.518207007720765,10
1346,POWER,18,50,10,3,5,CSS,CSS,0.8,0.8,12630.4,111.56958964401248,8873.833333333334,78.95994061688639,5440.166666666667,62.45963140745833,4619.633333333333,69.55500621011323,10
1347,POWER,18,50,50,3,5,CSS,CSS,0.8,0.8,12590.733333333334,124.67101596691279,44318.9,192.8488786589126,3514.0666666666666,59.83807780632292,12916.6,130.41232048136146,10
1348,POWER,18,50,100,3,5,CSS,CSS,0.8,0.8,12617.566666666668,127.8404430878151,88804.76666666666,255.2805885469729,2050.6,74.51693319865849,12943.366666666667,156.30599974267002,10
1349,POWER,18,50,300,3,5,CSS,CSS,0.8,0.8,12620.033333333333,111.90307810283366,266149.2,592.013817406317,254.8,17.07708015635772,4270.3,112.91535177586202,10
1350,POWER,18,50,1,3,8,CSS,FHSS,0.8,0.3333333333333333,12622.233333333334,102.33040712428648,15.733333333333333,4.081938537291102,5982.033333333334,51.279939764221865,14.4,3.9715656022950614,10
1351,POWER,18,50,10,3,8,CSS,FHSS,0.8,0.3333333333333333,12624.0,114.01578838038178,144.86666666666667,13.410775103956105,5715.366666666667,83.81188592450489,135.96666666666667,12.10917925469031,10
1352,POWER,18,50,50,3,8,CSS,FHSS,0.8,0.3333333333333333,12630.1,133.12283801061332,724.5,22.416883518158063,4627.533333333334,58.34708409357079,680.4333333333333,22.400421623016136,10
1353,POWER,18,50,100,3,8,CSS,FHSS,0.8,0.3333333333333333,12628.9,115.06645905736389,1429.7,29.121755899441684,3592.9666666666667,51.54640843184153,1340.8,28.53465729015624,10
1354,POWER,18,50,300,3,8,CSS,FHSS,0.8,0.3333333333333333,12668.933333333332,109.88598131194394,4306.133333333333,70.00368244282265,1276.4666666666667,44.84843611790965,4021.5666666666666,67.82658443085245,10
1355,POWER,18,50,1,3,9,CSS,FHSS,0.8,0.6666666666666666,12609.433333333332,84.36732516534796,33.5,4.917655267841915,5982.3,55.89403665269966,28.2,5.0424861592935155,10
1356,POWER,18,50,10,3,9,CSS,FHSS,0.8,0.6666666666666666,12615.133333333333,123.72354487144133,337.1,14.12881216993606,5598.933333333333,62.925317286093644,282.96666666666664,12.895692648667184,10
1357,POWER,18,50,50,3,9,CSS,FHSS,0.8,0.6666666666666666,12614.133333333333,124.86225299193597,1690.5333333333333,30.764409451326852,4195.866666666667,61.18754412096922,1426.5,25.81440166522039,10
1358,POWER,18,50,100,3,9,CSS,FHSS,0.8,0.6666666666666666,12661.133333333333,110.06414291473656,3394.1666666666665,52.566201646643215,2919.2,59.35565123333526,2856.4666666666667,51.511638382882836,10
1359,POWER,18,50,300,3,9,CSS,FHSS,0.8,0.6666666666666666,12635.933333333332,120.97353245878023,10136.1,92.7075509330281,680.1,29.365909941063748,8456.133333333333,86.81080321915906,10
1360,POWER,18,50,1,4,0,CSS,CSS,0.8,0.8,25223.6,160.18064801966557,37.2,5.331666406168588,12044.733333333334,94.44008094495096,22.833333333333332,2.841165644981338,10
1361,POWER,18,50,10,4,0,CSS,CSS,0.8,0.8,25272.766666666666,146.54002486996134,368.26666666666665,17.631285325302358,10958.7,114.60399934848115,193.86666666666667,12.965938282883949,10
1362,POWER,18,50,50,4,0,CSS,CSS,0.8,0.8,25244.9,198.86466922675496,1820.8,43.84092456445994,7392.8,124.59545203042792,529.1666666666666,21.764012089277617,10
1363,POWER,18,50,100,4,0,CSS,CSS,0.8,0.8,25294.266666666666,131.5144943427234,3646.266666666667,46.54025736451783,4474.6,98.67576534624226,523.6666666666666,18.45595357119816,10
1364,POWER,18,50,300,4,0,CSS,CSS,0.8,0.8,25291.066666666666,122.0008014545624,11006.866666666667,108.87936239506345,593.2666666666667,40.829673305357495,118.46666666666667,8.987893091388116,10
1365,POWER,18,50,1,4,1,CSS,CSS,0.8,0.8,25295.566666666666,142.2998438353168,61.333333333333336,8.719072325782268,12037.833333333334,91.80562195324545,36.63333333333333,6.41603893033354,10
1366,POWER,18,50,10,4,1,CSS,CSS,0.8,0.8,25247.866666666665,188.51096048299746,634.2,26.65883218247441,10971.233333333334,83.85053501452583,334.73333333333335,15.901642123448202,10
1367,POWER,18,50,50,4,1,CSS,CSS,0.8,0.8,25297.0,170.63430682798423,3154.5,66.6852057555997,7324.6,119.13034877813462,914.2333333333333,21.82305101390627,10
1368,POWER,18,50,100,4,1,CSS,CSS,0.8,0.8,25315.933333333334,166.7804811387978,6313.433333333333,95.69698125971489,4400.3,101.05185137673958,888.7,23.058114985112436,10
1369,POWER,18,50,300,4,1,CSS,CSS,0.8,0.8,25241.266666666666,161.381315178954,18915.366666666665,123.00040198669633,597.9333333333333,35.802172497706835,211.23333333333332,15.974319669046595,10
1370,POWER,18,50,1,4,2,CSS,CSS,0.8,0.8,25199.433333333334,150.03748050255828,125.3,11.024669307209779,12058.866666666667,104.66955410029965,74.56666666666666,9.639098620837023,10
1371,POWER,18,50,10,4,2,CSS,CSS,0.8,0.8,25222.2,132.85139567702456,1249.7333333333333,39.40045121005031,10996.366666666667,69.68619343568392,650.5666666666667,26.189925968246303,10
1372,POWER,18,50,50,4,2,CSS,CSS,0.8,0.8,25292.966666666667,164.29434628806382,6298.333333333333,72.57103799419956,7331.333333333333,69.93775009884781,1820.9666666666667,36.760017531128696,10
1373,POWER,18,50,100,4,2,CSS,CSS,0.8,0.8,25282.966666666667,128.03527725678663,12581.966666666667,86.27841882855502,4438.8,76.26244160791077,1792.4333333333334,41.069602167810466,10
1374,POWER,18,50,300,4,2,CSS,CSS,0.8,0.8,25284.433333333334,138.33309638533922,37717.2,206.56256517901141,593.6333333333333,26.606369329333326,448.03333333333336,24.889734608647174,10
1375,POWER,18,50,1,4,3,CSS,CSS,0.8,0.8,25245.066666666666,166.713713359826,250.7,15.950235107985085,12067.8,83.82298809594737,150.33333333333334,13.337499349161705,10
1376,POWER,18,50,10,4,3,CSS,CSS,0.8,0.8,25287.533333333333,160.52138659865716,2522.8333333333335,52.7687302186521,10995.0,101.89242693481526,1309.2333333333333,46.12424043337251,10
1377,POWER,18,50,50,4,3,CSS,CSS,0.8,0.8,25250.933333333334,162.16985608374392,12672.8,87.50900906002002,7274.866666666667,83.8215299841806,3664.3333333333335,67.54225015170546,10
1378,POWER,18,50,100,4,3,CSS,CSS,0.8,0.8,25230.833333333332,141.3664465926134,25286.966666666667,119.58943190024034,4314.0,67.88323307955605,3669.8,61.33047094769994,10
1379,POWER,18,50,300,4,3,CSS,CSS,0.8,0.8,25248.0,139.59823303561785,75737.26666666666,270.58466738199013,562.7333333333333,24.273350727815792,967.9333333333333,31.705870469397652,10
1380,POWER,18,50,1,4,4,CSS,CSS,0.8,0.8,25234.466666666667,142.28697137202067,496.46666666666664,24.52173638948832,11995.066666666668,96.56429061626363,241.2,36.62094118579332,10
1381,POWER,18,50,10,4,4,CSS,CSS,0.8,0.8,25313.933333333334,163.28562568565417,5057.7,58.97239467185756,10531.333333333334,136.3432759210695,2128.2,103.41353876548274,10
1382,POWER,18,50,50,4,4,CSS,CSS,0.8,0.8,25265.633333333335,167.87286525489725,25275.7,122.81806327518224,5980.7,183.23648654129997,6038.3,180.7742883635096,10
1383,POWER,18,50,100,4,4,CSS,CSS,0.8,0.8,25255.333333333332,151.56128206841686,50583.2,205.86021147047006,2950.4666666666667,127.21575723505673,6323.433333333333,166.4431200807718,10
1384,POWER,18,50,300,4,4,CSS,CSS,0.8,0.8,25242.9,189.76763861803906,151571.76666666666,446.8018713280219,214.2,21.65394498315107,2218.3,68.29014082086326,10
1385,POWER,18,50,1,4,5,CSS,CSS,0.8,0.8,25244.333333333332,120.26230590763768,886.1666666666666,28.231286820751823,12065.866666666667,94.65999976524168,518.7333333333333,41.32386988439275,10
1386,POWER,18,50,10,4,5,CSS,CSS,0.8,0.8,25275.4,121.50983499289265,8853.5,89.99509245879281,10913.366666666667,81.60003404138723,4577.466666666666,80.11605470954134,10
1387,POWER,18,50,50,4,5,CSS,CSS,0.8,0.8,25231.933333333334,141.68319903534396,44396.6,213.9260931568034,7114.833333333333,120.68528861832701,12943.833333333334,144.50261435543493,10
1388,POWER,18,50,100,4,5,CSS,CSS,0.8,0.8,25269.566666666666,165.1727748618263,88651.73333333334,292.8385144675399,4181.4,140.89608463923568,13228.266666666666,180.39991377184438,10
1389,POWER,18,50,300,4,5,CSS,CSS,0.8,0.8,25265.133333333335,165.04478853396802,265911.23333333334,501.74147947147264,526.4666666666667,24.74501072045748,4729.233333333334,124.00179658196714,10
1390,POWER,18,50,1,4,8,CSS,FHSS,0.8,0.3333333333333333,25224.8,170.61426278792365,14.666666666666666,2.981423969999719,12023.8,106.25202743163696,13.866666666666667,2.963481436119049,10
1391,POWER,18,50,10,4,8,CSS,FHSS,0.8,0.3333333333333333,25251.766666666666,208.4878387074145,143.5,10.831281857041052,11475.033333333333,105.26268200184823,134.16666666666666,10.32822454356131,10
1392,POWER,18,50,50,4,8,CSS,FHSS,0.8,0.3333333333333333,25240.266666666666,154.59839010229769,711.6666666666666,23.587190497292287,9313.266666666666,93.77595048246052,670.1,26.0491202666552,10
1393,POWER,18,50,100,4,8,CSS,FHSS,0.8,0.3333333333333333,25255.2,156.12695688658852,1435.2666666666667,40.056571107483585,7194.3,127.82700549310125,1349.4666666666667,35.77031668234928,10
1394,POWER,18,50,300,4,8,CSS,FHSS,0.8,0.3333333333333333,25262.666666666668,178.20780628867587,4304.9,73.38498938247976,2545.766666666667,87.81028160503504,4035.2,69.34858806541536,10
1395,POWER,18,50,1,4,9,CSS,FHSS,0.8,0.6666666666666666,25273.633333333335,104.61309138386498,33.56666666666667,5.523786945766665,11988.0,72.85647992228739,28.5,5.389805191284746,10
1396,POWER,18,50,10,4,9,CSS,FHSS,0.8,0.6666666666666666,25262.066666666666,173.4158649669119,340.0,15.130543061414992,11238.966666666667,85.41369263115189,289.6333333333333,14.079496518775882,10
1397,POWER,18,50,50,4,9,CSS,FHSS,0.8,0.6666666666666666,25265.3,182.2730826717611,1673.9666666666667,43.06698916287921,8452.766666666666,99.23093715615553,1422.0333333333333,42.484101601527236,10
1398,POWER,18,50,100,4,9,CSS,FHSS,0.8,0.6666666666666666,25265.0,145.435208941989,3384.6,52.19169793495258,5872.533333333334,117.33448863067595,2865.4666666666667,56.07479132571269,10
1399,POWER,18,50,300,4,9,CSS,FHSS,0.8,0.6666666666666666,25210.966666666667,136.34502394864123,10115.366666666667,105.36080338004683,1403.3,55.51465272040046,8507.433333333332,88.21552521460657,10
1400,POWER,18,50,1,5,0,CSS,CSS,0.8,0.8,44388.76666666667,183.81343500650024,37.4,6.10791835789139,20989.266666666666,139.64835202114708,23.666666666666668,4.384315479321969,10
1401,POWER,18,50,10,5,0,CSS,CSS,0.8,0.8,44306.8,216.2328066382774,374.1666666666667,23.51323504374126,19105.733333333334,216.20390581321345,199.3,13.051564401761704,10
1402,POWER,18,50,50,5,0,CSS,CSS,0.8,0.8,44364.333333333336,169.5343295291219,1829.0333333333333,28.81143677238067,12832.966666666667,98.91999573167985,532.8,21.410900650525345,10
1403,POWER,18,50,100,5,0,CSS,CSS,0.8,0.8,44292.53333333333,156.66412763900001,3669.9333333333334,48.451304305342376,7751.5,133.53095770893978,513.8,18.093092604637825,10
1404,POWER,18,50,300,5,0,CSS,CSS,0.8,0.8,44348.0,192.59387321511554,10987.866666666667,104.43458345884386,1079.0333333333333,52.99149826990071,117.7,11.378781422747634,10
1405,POWER,18,50,1,5,1,CSS,CSS,0.8,0.8,44343.86666666667,223.59796262240155,62.266666666666666,8.49287282896011,21044.7,131.73714991097486,37.9,7.546964069522702,10
1406,POWER,18,50,10,5,1,CSS,CSS,0.8,0.8,44292.933333333334,162.22287823307235,624.5333333333333,19.663389557471742,19198.866666666665,160.30111942494003,327.73333333333335,15.928869667647133,10
1407,POWER,18,50,50,5,1,CSS,CSS,0.8,0.8,44387.63333333333,242.36453031653693,3147.6666666666665,56.24964197416923,12861.933333333332,150.7282175160164,906.1333333333333,22.39305447876392,10
1408,POWER,18,50,100,5,1,CSS,CSS,0.8,0.8,44304.933333333334,194.95519713228703,6283.466666666666,82.02509101217477,7748.466666666666,149.74238619115908,888.3333333333334,25.041742928336458,10
1409,POWER,18,50,300,5,1,CSS,CSS,0.8,0.8,44294.2,214.75977276948308,18899.033333333333,130.8369171483679,1061.1333333333334,50.96648136002938,205.9,12.895347998406248,10
1410,POWER,18,50,1,5,2,CSS,CSS,0.8,0.8,44360.433333333334,209.8181249452858,124.73333333333333,9.646876293506736,21004.366666666665,121.56383325461383,75.03333333333333,7.382336275792975,10
1411,POWER,18,50,10,5,2,CSS,CSS,0.8,0.8,44324.23333333333,154.40696947425081,1255.7333333333333,34.59280593161275,19193.4,144.86168115366695,654.4666666666667,29.47058797437804,10
1412,POWER,18,50,50,5,2,CSS,CSS,0.8,0.8,44326.833333333336,256.3595240195994,6292.933333333333,98.12778516924868,12827.433333333332,147.28242333089926,1812.5,30.30484009747178,10
1413,POWER,18,50,100,5,2,CSS,CSS,0.8,0.8,44305.8,213.7379080400417,12618.666666666666,86.54298867550675,7749.166666666667,84.3888157413186,1762.1333333333334,29.905109188156384,10
1414,POWER,18,50,300,5,2,CSS,CSS,0.8,0.8,44381.86666666667,261.09969147605074,37757.46666666667,173.9378688561586,1050.8,37.938019628511626,437.46666666666664,21.009098558058657,10
1415,POWER,18,50,1,5,3,CSS,CSS,0.8,0.8,44326.23333333333,188.86885808823948,246.1,18.261708572858126,21030.266666666666,123.9685264716636,143.7,19.522892545248858,10
1416,POWER,18,50,10,5,3,CSS,CSS,0.8,0.8,44346.3,195.44430579238337,2519.233333333333,45.01161578476778,19191.266666666666,114.55040617804703,1292.6666666666667,42.377142685912915,10
1417,POWER,18,50,50,5,3,CSS,CSS,0.8,0.8,44339.833333333336,189.01271268238958,12623.966666666667,83.97637895397862,12752.5,111.95050989909187,3606.366666666667,75.63177609679384,10
1418,POWER,18,50,100,5,3,CSS,CSS,0.8,0.8,44367.23333333333,181.607210454015,25235.1,144.3327983053979,7656.766666666666,101.58664063525063,3576.0666666666666,63.161662070876154,10
1419,POWER,18,50,300,5,3,CSS,CSS,0.8,0.8,44353.63333333333,212.35857777720108,75755.83333333333,271.9123735487021,1014.0,34.929452710666204,928.1333333333333,33.87696693756525,10
1420,POWER,18,50,1,5,4,CSS,CSS,0.8,0.8,44360.333333333336,184.37702917904087,502.43333333333334,22.195620188576743,21033.733333333334,154.21736463691616,292.1333333333333,26.739151486579043,10
1421,POWER,18,50,10,5,4,CSS,CSS,0.8,0.8,44358.8,183.0428729378266,5056.633333333333,62.45931119981676,19096.633333333335,153.74036193820052,2606.9,66.86521267943942,10
1422,POWER,18,50,50,5,4,CSS,CSS,0.8,0.8,44364.433333333334,212.78748135692152,25222.4,151.98214807448053,12608.533333333333,132.7726712174694,7363.033333333334,132.17702355385205,10
1423,POWER,18,50,100,5,4,CSS,CSS,0.8,0.8,44302.933333333334,207.5514287003478,50480.03333333333,240.14252481020978,7434.333333333333,124.45436468396314,7471.466666666666,120.1739664911757,10
1424,POWER,18,50,300,5,4,CSS,CSS,0.8,0.8,44430.36666666667,199.84035016871732,151641.83333333334,325.82491037706467,960.0333333333333,52.38414730516179,2236.8,61.35438044671301,10
1425,POWER,18,50,1,5,5,CSS,CSS,0.8,0.8,44306.23333333333,172.66705598411707,888.8,30.33523803543771,20908.8,128.52532824311322,436.8333333333333,70.22301775217456,10
1426,POWER,18,50,10,5,5,CSS,CSS,0.8,0.8,44375.0,216.08347152585887,8880.3,71.92364006361191,18323.666666666668,182.59323341484725,3712.6666666666665,185.56352610958388,10
1427,POWER,18,50,50,5,5,CSS,CSS,0.8,0.8,44310.36666666667,284.4506381704136,44354.26666666667,225.07316341334186,10284.666666666666,276.66867469150816,10635.3,353.4677873111872,10
