,type,annulus_width,devices_set_1,devices_set_2,dr_set_1,dr_set_2,mod_set_1,mod_set_2,cr_set_1,cr_set_2,tx_pkts_mean_set_1,tx_pkts_std_set_1,tx_pkts_mean_set_2,tx_pkts_std_set_2,rx_pkts_mean_set_1,rx_pkts_std_set_1,rx_pkts_mean_set_2,rx_pkts_std_set_2,payload_size
478,POWER,0,50,100,5,9,CSS,FHSS,0.8,0.6666666666666666,44324.76666666667,215.91166146263512,3368.0666666666666,51.579668690504626,9106.866666666667,146.8075232707401,2845.1666666666665,40.206204606862464,10
479,POWER,0,50,300,5,9,CSS,FHSS,0.8,0.6666666666666666,44297.6,165.70186078214894,10147.0,88.89731904468961,2151.9666666666667,66.26436112689501,8536.066666666668,69.90418839780314,10
480,DISTANCE,12,50,1,0,0,CSS,CSS,0.8,0.8,1823.7666666666667,50.633772216662756,36.63333333333333,5.677342883975057,838.9333333333333,21.620874686797993,16.766666666666666,5.457003654835581,10
481,DISTANCE,12,50,10,0,0,CSS,CSS,0.8,0.8,1849.8333333333333,41.083722107693966,365.93333333333334,18.260948009953434,733.9666666666667,25.851477499146714,144.86666666666667,16.286463363446618,10
482,DISTANCE,12,50,50,0,0,CSS,CSS,0.8,0.8,1828.6,48.225581040218344,1836.6333333333334,48.71309429255707,397.0,20.156057815621253,400.2,27.824928870828526,10
483,DISTANCE,12,50,100,0,0,CSS,CSS,0.8,0.8,1827.3333333333333,40.576128723945835,3645.1,60.6164719087697,186.33333333333334,17.795754799639404,393.6333333333333,23.212759901016128,10
484,DISTANCE,12,50,300,0,0,CSS,CSS,0.8,0.8,1819.4333333333334,51.8064882251463,10983.5,116.14868344784054,11.433333333333334,3.2319584705802695,95.9,11.019225623124944,10
485,DISTANCE,12,50,1,0,1,CSS,CSS,0.8,0.8,1839.5333333333333,40.781313803696364,63.43333333333333,8.212524310804538,847.9666666666667,19.263927140873662,37.56666666666667,6.48425443328341,10
486,DISTANCE,12,50,10,0,1,CSS,CSS,0.8,0.8,1836.8333333333333,30.33708767975082,627.6333333333333,27.520275353919622,773.9666666666667,23.074492891984043,328.53333333333336,19.484580798387448,10
487,DISTANCE,12,50,50,0,1,CSS,CSS,0.8,0.8,1822.6666666666667,50.34172115540836,3147.7,57.40391972679218,504.6,20.109036111493097,919.3333333333334,25.005777110277712,10
488,DISTANCE,12,50,100,0,1,CSS,CSS,0.8,0.8,1837.6666666666667,41.70478256613849,6291.366666666667,62.55529997974237,302.26666666666665,19.12578248217718,882.6666666666666,24.83322147625815,10
489,DISTANCE,12,50,300,0,1,CSS,CSS,0.8,0.8,1825.7666666666667,37.29136033393735,18916.166666666668,139.12945610313997,43.2,6.198924637924442,204.6,14.586751980250208,10
490,DISTANCE,12,50,1,0,2,CSS,CSS,0.8,0.8,1833.2333333333333,39.52693877457359,126.53333333333333,10.91095270308184,837.7666666666667,26.838633017019,75.73333333333333,8.254022588343751,10
491,DISTANCE,12,50,10,0,2,CSS,CSS,0.8,0.8,1824.4333333333334,45.67470732132707,1248.1333333333334,39.229863907770856,758.8666666666667,17.813353293401992,655.6666666666666,21.100289624131282,10
492,DISTANCE,12,50,50,0,2,CSS,CSS,0.8,0.8,1838.7333333333333,36.39499355070084,6296.366666666667,70.08018423364926,510.6333333333333,24.302926206986314,1791.5666666666666,45.16538743575906,10
493,DISTANCE,12,50,100,0,2,CSS,CSS,0.8,0.8,1820.8666666666666,32.33340206178262,12585.133333333333,102.72154377517676,300.43333333333334,18.22943285519937,1712.6333333333334,38.587116445201694,10
494,DISTANCE,12,50,300,0,2,CSS,CSS,0.8,0.8,1839.2666666666667,33.498192322704355,37736.566666666666,149.24402463378186,43.266666666666666,6.376693674799051,382.0,19.221515722405105,10
495,DISTANCE,12,50,1,0,3,CSS,CSS,0.8,0.8,1830.4,48.65086501457777,255.66666666666666,17.154850302141636,839.7666666666667,20.06104572437727,151.66666666666666,12.79930553671652,10
496,DISTANCE,12,50,10,0,3,CSS,CSS,0.8,0.8,1833.0,45.48259740457515,2530.9333333333334,61.86810343159245,767.9333333333333,23.317994958591292,1323.3,42.34237436264843,10
497,DISTANCE,12,50,50,0,3,CSS,CSS,0.8,0.8,1838.9666666666667,43.142773310125634,12650.033333333333,111.77581233085368,506.46666666666664,18.19474893723156,3569.7,76.82714364077322,10
498,DISTANCE,12,50,100,0,3,CSS,CSS,0.8,0.8,1850.4,35.95886538810701,25208.766666666666,144.4586869046726,303.3666666666667,15.879721520088301,3376.7,56.19439473826549,10
499,DISTANCE,12,50,300,0,3,CSS,CSS,0.8,0.8,1840.9333333333334,44.17082999245341,75757.0,224.09968020206244,41.333333333333336,6.084588911522473,742.0333333333333,36.271644878916405,10
500,DISTANCE,12,50,1,0,4,CSS,CSS,0.8,0.8,1847.8,41.655251769734875,504.8666666666667,14.948206878715885,838.5666666666667,21.996489618926823,300.3333333333333,14.149990184527418,10
501,DISTANCE,12,50,10,0,4,CSS,CSS,0.8,0.8,1840.0,42.54252774185693,5044.5,72.98207542495166,766.5,25.326863208853954,2635.3,56.36438000486951,10
502,DISTANCE,12,50,50,0,4,CSS,CSS,0.8,0.8,1828.6666666666667,45.72478054136023,25259.366666666665,165.07725127614916,506.0,17.903444733719077,7134.966666666666,136.52996822024906,10
503,DISTANCE,12,50,100,0,4,CSS,CSS,0.8,0.8,1849.2333333333333,41.306725306607824,50530.933333333334,213.38430641034086,304.56666666666666,18.036413784957976,6754.366666666667,143.17762472614993,10
504,DISTANCE,12,50,300,0,4,CSS,CSS,0.8,0.8,1821.6333333333334,49.43580573722744,151479.16666666666,288.60146492274697,42.333333333333336,7.408703590297624,1597.8,61.20152503546514,10
505,DISTANCE,12,50,1,0,5,CSS,CSS,0.8,0.8,1834.3333333333333,47.067563730828,889.2333333333333,30.54797683790023,835.8333333333334,23.108560222470707,538.9333333333333,23.17747949099633,10
506,DISTANCE,12,50,10,0,5,CSS,CSS,0.8,0.8,1839.5666666666666,37.64543649486467,8882.566666666668,90.13644595217237,765.3666666666667,24.11843462766373,4617.933333333333,78.53149403618625,10
507,DISTANCE,12,50,50,0,5,CSS,CSS,0.8,0.8,1829.8666666666666,49.27388309800188,44323.53333333333,207.05566615982497,507.56666666666666,16.5704221095568,12400.233333333334,199.41392183652127,10
508,DISTANCE,12,50,100,0,5,CSS,CSS,0.8,0.8,1837.3333333333333,40.29254135555226,88735.2,253.00743072091774,306.6666666666667,15.97567595509568,11670.2,212.0250614117743,10
509,DISTANCE,12,50,300,0,5,CSS,CSS,0.8,0.8,1835.4,42.34823884571038,266212.5,539.1135161849807,41.3,6.362127526752876,2905.9,123.82200935213416,10
510,DISTANCE,12,50,1,0,8,CSS,FHSS,0.8,0.3333333333333333,1833.0666666666666,36.7059789256313,14.333333333333334,3.960920207336786,844.5,22.569522222088207,7.3,2.0840665376454117,10
511,DISTANCE,12,50,10,0,8,CSS,FHSS,0.8,0.3333333333333333,1828.7666666666667,39.397701568605356,143.66666666666666,10.485969461883606,791.0666666666667,20.31573008505697,79.06666666666666,9.31283463231732,10
512,DISTANCE,12,50,50,0,8,CSS,FHSS,0.8,0.3333333333333333,1847.2666666666667,34.062622069098296,714.7333333333333,24.33095878825073,586.4666666666667,21.768070398840795,396.93333333333334,19.101367024959817,10
513,DISTANCE,12,50,100,0,8,CSS,FHSS,0.8,0.3333333333333333,1842.8,42.14451328464952,1424.2333333333333,37.32441857848856,419.03333333333336,24.60959614098172,783.1333333333333,34.152338459060495,10
514,DISTANCE,12,50,300,0,8,CSS,FHSS,0.8,0.3333333333333333,1851.1666666666667,37.865624985672106,4294.466666666666,61.099772685520044,101.83333333333333,9.83559296071614,2351.6666666666665,46.57204693327915,10
515,DISTANCE,12,50,1,0,9,CSS,FHSS,0.8,0.6666666666666666,1855.7666666666667,38.620964370259955,34.36666666666667,7.059194162383,842.7,22.534640001562042,18.566666666666666,5.181269685661571,10
516,DISTANCE,12,50,10,0,9,CSS,FHSS,0.8,0.6666666666666666,1819.7333333333333,39.16710638051045,339.0,13.682105101189656,750.8333333333334,20.9524594154375,182.83333333333334,12.917903166621983,10
517,DISTANCE,12,50,50,0,9,CSS,FHSS,0.8,0.6666666666666666,1857.9,48.56566002159688,1684.6333333333334,41.30252884375106,466.06666666666666,21.206812322668604,892.1,32.435936860217254,10
518,DISTANCE,12,50,100,0,9,CSS,FHSS,0.8,0.6666666666666666,1841.2,43.36081180051868,3391.266666666667,41.273828134653186,258.3333333333333,17.41136282878384,1798.4666666666667,50.303567357483594,10
519,DISTANCE,12,50,300,0,9,CSS,FHSS,0.8,0.6666666666666666,1832.5666666666666,41.47021688982214,10126.5,96.23954488670444,27.5,7.79209000632479,5400.633333333333,135.56805998792225,10
520,DISTANCE,12,50,1,1,0,CSS,CSS,0.8,0.8,3144.1666666666665,54.31579471530869,36.233333333333334,4.772723424721874,1431.1,32.77432938546061,21.966666666666665,4.806130344558801,10
521,DISTANCE,12,50,10,1,0,CSS,CSS,0.8,0.8,3128.866666666667,71.34084072644194,368.1,21.505580671072337,1317.2333333333333,30.049607133686273,187.16666666666666,11.977989072553965,10
522,DISTANCE,12,50,50,1,0,CSS,CSS,0.8,0.8,3139.1666666666665,44.12639673584157,1836.0666666666666,33.26753505880603,867.2,23.611296731296513,531.8,23.07148311949913,10
523,DISTANCE,12,50,100,1,0,CSS,CSS,0.8,0.8,3146.766666666667,53.18250547773101,3659.5333333333333,46.96433635098967,536.3666666666667,24.11705251937355,501.5,17.9921279082455,10
524,DISTANCE,12,50,300,1,0,CSS,CSS,0.8,0.8,3157.733333333333,48.84324131568484,11002.7,103.55100192658689,74.93333333333334,6.889283142840206,102.86666666666666,10.685608182140228,10
525,DISTANCE,12,50,1,1,1,CSS,CSS,0.8,0.8,3157.366666666667,51.881585258055566,63.3,7.174724152653304,1436.0,31.571083816260305,29.3,5.241819022693044,10
526,DISTANCE,12,50,10,1,1,CSS,CSS,0.8,0.8,3128.266666666667,41.37062833567903,623.3333333333334,26.14362042428112,1251.0666666666666,34.24804941728636,244.7,18.264993840677853,10
527,DISTANCE,12,50,50,1,1,CSS,CSS,0.8,0.8,3161.233333333333,44.069402335659404,3144.0666666666666,52.77558358011991,686.1333333333333,33.91630220934404,687.2333333333333,32.51941300549907,10
528,DISTANCE,12,50,100,1,1,CSS,CSS,0.8,0.8,3146.3333333333335,56.40705235655871,6288.8,73.89740635953785,322.43333333333334,24.36484261298553,676.9333333333333,33.3055884533245,10
529,DISTANCE,12,50,300,1,1,CSS,CSS,0.8,0.8,3132.3,71.57939647691924,18922.566666666666,123.37062949593076,21.066666666666666,6.038395666252934,168.33333333333334,14.243907079481,10
530,DISTANCE,12,50,1,1,2,CSS,CSS,0.8,0.8,3167.4333333333334,59.58897176118712,122.73333333333333,13.728154363286501,1445.8333333333333,32.68443394373264,73.63333333333334,9.51659369499169,10
531,DISTANCE,12,50,10,1,2,CSS,CSS,0.8,0.8,3130.9666666666667,45.46169327637892,1259.4666666666667,27.69925791224178,1314.5,32.8549844011529,659.2333333333333,20.964546792674106,10
532,DISTANCE,12,50,50,1,2,CSS,CSS,0.8,0.8,3137.733333333333,55.36842260912101,6294.033333333334,103.43193682589317,872.7333333333333,22.150896646010114,1824.6666666666667,43.67328194165806,10
533,DISTANCE,12,50,100,1,2,CSS,CSS,0.8,0.8,3138.5666666666666,59.13018593653236,12568.633333333333,107.42392139969984,529.5,23.471614061812335,1764.2333333333333,38.07771293318734,10
534,DISTANCE,12,50,300,1,2,CSS,CSS,0.8,0.8,3162.1,48.130620883868374,37799.666666666664,209.41479306762344,71.96666666666667,10.107697836577604,412.8666666666667,18.001357973466583,10
535,DISTANCE,12,50,1,1,3,CSS,CSS,0.8,0.8,3141.6,56.123435390218226,254.3,13.165991543872922,1435.1666666666667,32.449019844810245,150.76666666666668,10.458436254473652,10
536,DISTANCE,12,50,10,1,3,CSS,CSS,0.8,0.8,3141.4333333333334,51.65764437353123,2518.1666666666665,55.26908921107913,1314.0333333333333,28.347231885239793,1323.8666666666666,32.33958702409307,10
537,DISTANCE,12,50,50,1,3,CSS,CSS,0.8,0.8,3155.0,48.543451326277435,12588.2,124.97263700506603,871.3333333333334,24.01434756325661,3587.633333333333,53.55650183580784,10
538,DISTANCE,12,50,100,1,3,CSS,CSS,0.8,0.8,3149.5333333333333,38.64257870392307,25317.933333333334,144.6404584555173,519.4333333333333,23.86445520480663,3455.133333333333,54.84993669600317,10
539,DISTANCE,12,50,300,1,3,CSS,CSS,0.8,0.8,3142.266666666667,46.145374151214284,75718.73333333334,282.3737397296159,72.4,10.320206716275923,792.8333333333334,41.005758403207494,10
540,DISTANCE,12,50,1,1,4,CSS,CSS,0.8,0.8,3149.1,58.62499466950935,500.0,19.65027565540324,1436.0333333333333,33.59214524590864,299.76666666666665,16.672698908361802,10
541,DISTANCE,12,50,10,1,4,CSS,CSS,0.8,0.8,3142.0333333333333,42.84972449023318,5039.266666666666,64.35160362328891,1300.7333333333333,32.96354889200426,2649.4,62.238573248428494,10
542,DISTANCE,12,50,50,1,4,CSS,CSS,0.8,0.8,3138.366666666667,58.5380123414597,25219.866666666665,136.83243605065124,883.1666666666666,28.850284034804385,7144.733333333334,80.31393956772939,10
543,DISTANCE,12,50,100,1,4,CSS,CSS,0.8,0.8,3142.6,53.32579113337185,50569.9,262.8382709322725,523.4333333333333,16.12799498456712,6858.266666666666,113.0483475725713,10
544,DISTANCE,12,50,300,1,4,CSS,CSS,0.8,0.8,3133.3,51.83509107416197,151646.83333333334,382.58812347251745,75.86666666666666,7.4910316749801265,1656.9,72.40872415208912,10
545,DISTANCE,12,50,1,1,5,CSS,CSS,0.8,0.8,3133.0333333333333,57.027761270766675,889.0333333333333,28.65249649778454,1431.4,32.19378822071115,537.9666666666667,24.03814098931576,10
546,DISTANCE,12,50,10,1,5,CSS,CSS,0.8,0.8,3134.6,52.58935253451976,8849.166666666666,97.43205609836812,1306.2666666666667,24.635926791758592,4629.8,71.16572208584691,10
547,DISTANCE,12,50,50,1,5,CSS,CSS,0.8,0.8,3168.5333333333333,51.712495803453756,44296.23333333333,147.32383453542818,871.6666666666666,25.096259128049788,12409.566666666668,155.99159877662927,10
548,DISTANCE,12,50,100,1,5,CSS,CSS,0.8,0.8,3152.1666666666665,55.50680638944701,88667.36666666667,309.8099937416839,524.7333333333333,23.369400695971837,11829.1,223.73382250641794,10
549,DISTANCE,12,50,300,1,5,CSS,CSS,0.8,0.8,3142.366666666667,57.71798294773957,265957.1,573.6481703390444,72.06666666666666,8.78610013348104,2980.4,124.93987887513471,10
550,DISTANCE,12,50,1,1,8,CSS,FHSS,0.8,0.3333333333333333,3139.9,53.05742172401519,14.0,3.3960761671866746,1444.6,23.757946039167614,12.066666666666666,3.2754982657435323,10
551,DISTANCE,12,50,10,1,8,CSS,FHSS,0.8,0.3333333333333333,3143.6666666666665,53.369987404491255,142.2,9.772069040552944,1381.6,24.963439933898,118.23333333333333,8.931902870547175,10
552,DISTANCE,12,50,50,1,8,CSS,FHSS,0.8,0.3333333333333333,3146.6,45.79199347775401,710.9333333333333,27.688665952375214,1125.0,30.750609750052114,591.3333333333334,27.740864362084242,10
553,DISTANCE,12,50,100,1,8,CSS,FHSS,0.8,0.3333333333333333,3145.5333333333333,46.88264308059244,1435.0333333333333,41.83099595063716,864.6666666666666,31.390373612869844,1190.8333333333333,33.58083117229564,10
554,DISTANCE,12,50,300,1,8,CSS,FHSS,0.8,0.3333333333333333,3144.133333333333,53.37086179638556,4300.7,81.50384449010161,302.2,18.48314547545051,3566.3333333333335,83.84164968690813,10
555,DISTANCE,12,50,1,1,9,CSS,FHSS,0.8,0.6666666666666666,3139.9666666666667,45.6971795871717,33.96666666666667,6.930528278726104,1443.7666666666667,33.843446764313015,24.866666666666667,5.383513928859312,10
556,DISTANCE,12,50,10,1,9,CSS,FHSS,0.8,0.6666666666666666,3127.3333333333335,41.85397896921576,339.8666666666667,20.49672060490545,1357.1666666666667,25.866430411292207,245.76666666666668,15.474028420406743,10
557,DISTANCE,12,50,50,1,9,CSS,FHSS,0.8,0.6666666666666666,3145.9,53.3,1678.2666666666667,47.274329421179765,1018.4666666666667,24.4795606351276,1208.5333333333333,41.80568807657106,10
558,DISTANCE,12,50,100,1,9,CSS,FHSS,0.8,0.6666666666666666,3150.0666666666666,51.95378288012871,3361.133333333333,59.436651617966795,697.0,23.51736946740997,2417.9666666666667,50.76119471494823,10
559,DISTANCE,12,50,300,1,9,CSS,FHSS,0.8,0.6666666666666666,3148.6,56.77769515105969,10110.033333333333,112.04358774849882,170.13333333333333,11.9156293254793,7240.133333333333,106.91795400627946,10
560,DISTANCE,12,50,1,2,0,CSS,CSS,0.8,0.8,6283.566666666667,70.65299396030967,36.46666666666667,5.619806244188694,2915.3,43.43896100660481,22.5,4.652956049652737,10
561,DISTANCE,12,50,10,2,0,CSS,CSS,0.8,0.8,6271.266666666666,114.38616855002861,364.23333333333335,15.402777527301872,2654.0666666666666,52.2155362150215,187.56666666666666,10.518819114119015,10
562,DISTANCE,12,50,50,2,0,CSS,CSS,0.8,0.8,6323.333333333333,81.05772977055028,1835.6,40.43562785465313,1748.0333333333333,30.354003946029184,518.5333333333333,16.59263558195489,10
563,DISTANCE,12,50,100,2,0,CSS,CSS,0.8,0.8,6278.766666666666,72.67080263459016,3661.3333333333335,64.39893028787219,1069.2333333333333,38.436686757431225,488.23333333333335,14.065758264507306,10
564,DISTANCE,12,50,300,2,0,CSS,CSS,0.8,0.8,6309.8,82.19343039440561,10976.566666666668,111.21651056485372,145.86666666666667,13.298454379697246,96.46666666666667,11.17059632348346,10
565,DISTANCE,12,50,1,2,1,CSS,CSS,0.8,0.8,6309.9,73.66923826582345,60.8,7.386474125047756,2894.4,50.4569783743207,36.36666666666667,5.443548679145087,10
566,DISTANCE,12,50,10,2,1,CSS,CSS,0.8,0.8,6282.833333333333,64.34442909495394,628.6666666666666,20.073752901626435,2639.366666666667,44.89876266545537,326.93333333333334,18.961247028845143,10
567,DISTANCE,12,50,50,2,1,CSS,CSS,0.8,0.8,6276.766666666666,65.16168778934103,3136.766666666667,42.65574078857642,1770.4333333333334,44.25809404943789,885.4,26.84598045642339,10
568,DISTANCE,12,50,100,2,1,CSS,CSS,0.8,0.8,6277.766666666666,81.84077359252063,6296.933333333333,82.82428522011054,1075.9333333333334,31.852716611861467,848.9333333333333,29.344997680846543,10
569,DISTANCE,12,50,300,2,1,CSS,CSS,0.8,0.8,6302.3,78.67958227308192,18891.3,127.76753630454543,142.33333333333334,13.750959562477407,175.23333333333332,13.225438451039052,10
570,DISTANCE,12,50,1,2,2,CSS,CSS,0.8,0.8,6307.533333333334,78.1467565261384,125.63333333333334,12.499288868660578,2874.7,38.19088023773913,59.233333333333334,9.418716591034164,10
571,DISTANCE,12,50,10,2,2,CSS,CSS,0.8,0.8,6271.5,69.40304988495343,1263.7,37.35250995582492,2508.1666666666665,51.679837031046794,514.5666666666667,31.936064601359735,10
572,DISTANCE,12,50,50,2,2,CSS,CSS,0.8,0.8,6295.266666666666,67.93964641912376,6288.4,90.37020157847017,1368.9,53.85929198692954,1375.4666666666667,63.42908551200221,10
573,DISTANCE,12,50,100,2,2,CSS,CSS,0.8,0.8,6290.3,80.6123026177353,12594.033333333333,123.65260027818078,657.5333333333333,39.5370993147224,1371.0666666666666,63.11837203927941,10
574,DISTANCE,12,50,300,2,2,CSS,CSS,0.8,0.8,6289.566666666667,76.90499911506981,37782.4,159.07788448848987,41.8,9.554754488386049,348.8,22.252190903369492,10
575,DISTANCE,12,50,1,2,3,CSS,CSS,0.8,0.8,6304.0,81.01892782965389,250.66666666666666,17.917093018183007,2878.6,39.90622340771758,150.56666666666666,14.244726119593253,10
576,DISTANCE,12,50,10,2,3,CSS,CSS,0.8,0.8,6274.966666666666,93.40966521487782,2521.866666666667,47.56871053772871,2624.5666666666666,49.333344594593314,1330.8,30.427399932736062,10
577,DISTANCE,12,50,50,2,3,CSS,CSS,0.8,0.8,6309.866666666667,76.69625515992,12612.766666666666,113.03972261505639,1758.4666666666667,34.49418630564996,3650.766666666667,52.621087872533465,10
578,DISTANCE,12,50,100,2,3,CSS,CSS,0.8,0.8,6289.3,66.31246740495585,25241.633333333335,134.8526314990635,1057.3666666666666,34.31178935714209,3571.6666666666665,55.401163244907494,10
579,DISTANCE,12,50,300,2,3,CSS,CSS,0.8,0.8,6267.066666666667,90.00553069426098,75716.63333333333,275.14583809722114,146.43333333333334,11.842531636248879,879.0666666666667,39.22493537987737,10
580,DISTANCE,12,50,1,2,4,CSS,CSS,0.8,0.8,6283.633333333333,98.32716929832884,510.9,23.628161164170184,2887.266666666667,51.3633678369668,309.93333333333334,17.759379368535253,10
581,DISTANCE,12,50,10,2,4,CSS,CSS,0.8,0.8,6291.366666666667,77.98097346290454,5032.366666666667,63.567540633740286,2637.5333333333333,38.621870603181414,2656.9,52.56890716003139,10
582,DISTANCE,12,50,50,2,4,CSS,CSS,0.8,0.8,6281.333333333333,77.67939809813726,25257.733333333334,171.77678021846324,1761.8666666666666,39.51685997422141,7253.2,113.1566465863436,10
583,DISTANCE,12,50,100,2,4,CSS,CSS,0.8,0.8,6315.1,67.27473522801856,50465.63333333333,245.4612641991038,1068.6,35.18200297500603,7000.6,129.89241702270382,10
584,DISTANCE,12,50,300,2,4,CSS,CSS,0.8,0.8,6293.133333333333,93.336214241252,151501.1,445.283456538267,150.3,11.550324670761423,1769.3666666666666,69.09630155723886,10
585,DISTANCE,12,50,1,2,5,CSS,CSS,0.8,0.8,6304.266666666666,76.87085851536257,893.4,30.321169722379334,2903.8333333333335,39.744251855526926,538.3,24.005763196921414,10
586,DISTANCE,12,50,10,2,5,CSS,CSS,0.8,0.8,6320.1,76.1311806467407,8860.866666666667,98.53822721270271,2644.4666666666667,42.14082211928107,4631.866666666667,69.24677288910692,10
587,DISTANCE,12,50,50,2,5,CSS,CSS,0.8,0.8,6264.533333333334,80.4722450427613,44303.2,201.2935501533354,1750.2333333333333,40.416731958710145,12530.066666666668,161.2941274676656,10
588,DISTANCE,12,50,100,2,5,CSS,CSS,0.8,0.8,6290.266666666666,82.54612178789638,88731.46666666666,248.36649443021807,1054.0333333333333,38.44778566084427,11904.333333333334,169.52410513617886,10
589,DISTANCE,12,50,300,2,5,CSS,CSS,0.8,0.8,6286.0,74.55423082115014,265954.76666666666,476.5127268907819,144.86666666666667,12.002036864169717,3108.7,107.02091695863322,10
590,DISTANCE,12,50,1,2,8,CSS,FHSS,0.8,0.3333333333333333,6279.333333333333,87.99217136894748,14.0,3.966526608171604,2907.5333333333333,34.831722450790295,12.533333333333333,3.8964371189873215,10
591,DISTANCE,12,50,10,2,8,CSS,FHSS,0.8,0.3333333333333333,6283.366666666667,78.12019940806319,142.96666666666667,10.199618729257589,2769.9333333333334,45.01402250657257,130.4,8.735368719559965,10
592,DISTANCE,12,50,50,2,8,CSS,FHSS,0.8,0.3333333333333333,6323.266666666666,75.9433707149976,699.1333333333333,28.42620074665077,2273.4333333333334,49.43054611157851,637.4333333333333,26.96378229320871,10
593,DISTANCE,12,50,100,2,8,CSS,FHSS,0.8,0.3333333333333333,6277.3,65.21152761079388,1449.9,37.29285007433284,1716.6333333333334,48.39110340639991,1325.8666666666666,35.83455811860327,10
594,DISTANCE,12,50,300,2,8,CSS,FHSS,0.8,0.3333333333333333,6312.833333333333,71.45631921359758,4303.3,70.84544210227406,609.6666666666666,30.61190763230689,3913.9,68.63203819402908,10
595,DISTANCE,12,50,1,2,9,CSS,FHSS,0.8,0.6666666666666666,6312.866666666667,65.92861459353004,34.36666666666667,4.976500332116491,2912.4,49.21016155226479,27.833333333333332,4.597704741377907,10
596,DISTANCE,12,50,10,2,9,CSS,FHSS,0.8,0.6666666666666666,6296.6,77.75328503242376,339.6333333333333,15.886017611583954,2714.133333333333,39.95058058262594,275.5,15.476326006732563,10
597,DISTANCE,12,50,50,2,9,CSS,FHSS,0.8,0.6666666666666666,6328.733333333334,67.60667291194133,1699.9333333333334,37.14470202988428,2051.0333333333333,43.323960524813,1382.8333333333333,39.58542099757884,10
598,DISTANCE,12,50,100,2,9,CSS,FHSS,0.8,0.6666666666666666,6287.666666666667,73.08640244410873,3377.5,58.02686159587357,1422.7333333333333,39.96909917534906,2743.0666666666666,51.56157053034319,10
599,DISTANCE,12,50,300,2,9,CSS,FHSS,0.8,0.6666666666666666,6259.566666666667,86.7754509575657,10107.633333333333,104.7601970640037,335.5,18.07714948030616,8165.6,97.12040636927614,10
600,DISTANCE,12,50,1,3,0,CSS,CSS,0.8,0.8,12591.7,114.34455241360064,36.56666666666667,5.897362875802106,5809.533333333334,67.46788536448696,22.033333333333335,4.8061303445588,10
601,DISTANCE,12,50,10,3,0,CSS,CSS,0.8,0.8,12590.833333333334,92.41034694352263,368.1,20.638717660423254,5310.933333333333,52.385069968031495,191.76666666666668,14.056275783040432,10
602,DISTANCE,12,50,50,3,0,CSS,CSS,0.8,0.8,12627.033333333333,111.61137437057609,1836.2666666666667,42.09982845042905,3555.266666666667,75.34849404968594,513.6333333333333,16.63026023715671,10
603,DISTANCE,12,50,100,3,0,CSS,CSS,0.8,0.8,12642.166666666666,96.58988329817754,3678.633333333333,58.01119623735481,2142.0666666666666,64.82074427904148,473.93333333333334,23.67689919638033,10
604,DISTANCE,12,50,300,3,0,CSS,CSS,0.8,0.8,12657.733333333334,90.65977915015873,11034.766666666666,77.39753800276135,286.8,22.244699743234715,96.2,10.824047302187846,10
605,DISTANCE,12,50,1,3,1,CSS,CSS,0.8,0.8,12636.033333333333,142.92993232894065,63.36666666666667,8.638994283029838,5794.333333333333,72.5646072284707,38.266666666666666,6.071426704014652,10
606,DISTANCE,12,50,10,3,1,CSS,CSS,0.8,0.8,12660.833333333334,114.06374923212408,625.1666666666666,33.51923162736415,5313.266666666666,78.08880983996505,329.6666666666667,19.569250255325457,10
607,DISTANCE,12,50,50,3,1,CSS,CSS,0.8,0.8,12653.833333333334,104.85580045418989,3155.5333333333333,49.71635098793511,3551.6,53.46001621149524,890.8333333333334,26.67968432263687,10
608,DISTANCE,12,50,100,3,1,CSS,CSS,0.8,0.8,12658.333333333334,144.1865304234607,6298.166666666667,98.56303679484627,2136.1666666666665,58.749231673462944,835.5,23.296280103627417,10
609,DISTANCE,12,50,300,3,1,CSS,CSS,0.8,0.8,12609.2,106.52211038089698,18875.5,133.05381116926588,293.03333333333336,20.932404437989334,169.66666666666666,14.987402117185695,10
610,DISTANCE,12,50,1,3,2,CSS,CSS,0.8,0.8,12604.433333333332,108.4382107725665,126.66666666666667,9.997777530809312,5835.2,77.7000214500185,75.93333333333334,6.707872654989475,10
611,DISTANCE,12,50,10,3,2,CSS,CSS,0.8,0.8,12626.333333333334,115.30693339469613,1259.9,36.51880793965397,5307.333333333333,57.09310135403595,665.4333333333333,27.895857916344657,10
612,DISTANCE,12,50,50,3,2,CSS,CSS,0.8,0.8,12633.1,97.02554646414865,6297.8,71.83796582123783,3561.8,55.904323029022834,1803.0333333333333,35.2055708975472,10
613,DISTANCE,12,50,100,3,2,CSS,CSS,0.8,0.8,12620.066666666668,99.51781526719502,12569.3,103.441174909543,2168.0666666666666,47.743713955056144,1732.3333333333333,40.65081658329743,10
614,DISTANCE,12,50,300,3,2,CSS,CSS,0.8,0.8,12634.666666666666,89.48420096431673,37783.23333333333,186.06534395803595,288.03333333333336,11.582985606291478,365.0,19.879637823662684,10
615,DISTANCE,12,50,1,3,3,CSS,CSS,0.8,0.8,12601.9,96.63896729580672,247.8,16.36337373526621,5768.733333333334,72.57085426594405,116.06666666666666,26.72942614838976,10
