,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,0,1,CSS,73,71,-96.75284970427832,695365.7308556862,696782.2148693139,0
1,1,1,1,CSS,67,65,-116.11597101677468,690212.9889792389,601354.622744778,0
2,2,2,1,CSS,41,37,-96.2753449096817,690753.6271278461,680542.9895906717,0
3,3,3,1,CSS,66,60,-110.14012407455934,646970.8095512749,676858.9906979162,0
4,4,4,1,CSS,65,63,-104.41757776053888,683584.6032039794,711558.6926983991,0
5,5,5,1,CSS,63,61,-116.44283070302951,686323.1802218456,780795.8139941543,0
6,6,6,1,CSS,61,61,-111.62595029345712,669538.6229626032,640801.9166384027,0
7,7,7,1,CSS,58,57,-107.7412848629104,656214.0501643324,684372.042627005,0
8,8,8,1,CSS,58,54,-104.56007010113404,685341.1042430273,666489.473983629,0
9,9,9,1,CSS,72,70,-113.14573383862802,660622.6137967465,633873.2125256958,0
10,10,10,1,CSS,48,45,-102.71491332168384,695211.6965413289,671502.4047076614,0
11,11,11,1,CSS,62,61,-105.08201657784392,676585.6276460778,710545.8072184816,0
12,12,12,1,CSS,65,65,-101.15637694693736,673988.2946086506,686304.0256467664,0
13,13,13,1,CSS,74,73,-109.8292370767636,649259.2248182159,703945.2572980414,0
14,14,14,1,CSS,68,64,-114.18576419352256,744568.2574285184,645482.1493918089,0
15,15,15,1,CSS,58,53,-112.13881598274958,725615.4944998799,647071.1137978797,0
16,16,16,1,CSS,64,61,-114.77189466430616,759350.4016974827,717677.140469764,0
17,17,17,1,CSS,67,65,-117.33630939815367,676921.8556828093,588840.03515722,0
18,18,18,1,CSS,61,58,-101.65200179268273,690478.3989140631,706033.133659017,0
19,19,19,1,CSS,77,71,-102.76055971244595,675049.0692539235,701733.5405199907,0
20,20,20,1,CSS,59,56,-113.2055814292487,630222.1781505604,710956.2876638275,0
21,21,21,1,CSS,75,69,-103.97758387511794,709079.2953582759,698743.3805398582,0
22,22,22,1,CSS,62,61,-112.02062737887763,642410.102210681,660932.4244356435,0
23,23,23,1,CSS,52,49,-109.79159142625974,731922.3168272163,690089.3777897658,0
24,24,24,1,CSS,61,59,-104.9580483492818,673448.6683714465,707827.7088431299,0
25,25,25,1,CSS,63,60,-84.11574640938674,691342.8677586216,688333.7646318485,0
26,26,26,1,CSS,68,63,-117.39517984035868,678859.8911141662,790896.6669000371,0
27,27,27,1,CSS,64,61,-104.28871812856066,710605.8067881691,681670.5560401664,0
28,28,28,1,CSS,75,72,-115.76507224877976,692817.0378978653,604906.1948957114,0
29,29,29,1,CSS,73,68,-104.8041395728861,688455.3641550298,713335.4006339284,0
30,30,30,1,CSS,70,68,-117.11716716755411,778671.4169914675,647011.8159853333,0
31,31,31,1,CSS,52,50,-116.08436637610572,708365.2669319445,775079.4161478945,0
32,32,32,1,CSS,58,54,-117.03241104302792,596363.0013891186,659104.9577895651,0
33,33,33,1,CSS,66,62,-91.58884406122208,694168.9528977688,687241.9430044707,0
34,34,34,1,CSS,61,57,-111.12639565881476,734701.7889239123,709581.4649829697,0
35,35,35,1,CSS,59,55,-100.87715890961368,676376.5226812011,681524.1060697357,0
36,36,36,1,CSS,62,57,-111.22531517693932,652995.9307187031,654933.8074137247,0
37,37,37,1,CSS,60,56,-86.41772556491603,692211.4801576352,690096.4477357909,0
38,38,38,1,CSS,59,54,-110.9321469947416,691604.1549527876,640977.837585258,0
39,39,39,1,CSS,64,58,-102.87553060640028,670256.0773799302,688513.3049293315,0
40,40,40,1,CSS,65,63,-104.74203776451034,706760.2785639656,705663.7938058636,0
41,41,41,1,CSS,64,63,-110.11503276868169,733272.1303726134,694273.1063873466,0
42,42,42,1,CSS,66,61,-109.46148234472454,719423.400236438,717242.9655822933,0
43,43,43,1,CSS,80,75,-100.57827689134346,697176.7919715187,701915.2878419457,0
44,44,44,1,CSS,62,60,-111.17988354333662,643419.4224994286,708732.9904035395,0
45,45,45,1,CSS,65,63,-99.04888751751284,680465.277427581,697915.4957602678,0
46,46,46,1,CSS,72,69,-93.14958074267716,685178.0849240512,694020.6939248366,0
47,47,47,1,CSS,63,60,-114.03107515302732,721019.2053227572,627774.9085808126,0
48,48,48,1,CSS,59,59,-115.9060783219418,667585.1383893214,606270.5303594326,0
49,49,49,1,CSS,72,65,-114.52378856931549,730144.935641763,750363.9577791314,0
50,50,50,2,FHSS,44,11,-114.27173440428528,627968.4444232276,725414.9424785023,0
51,51,51,2,FHSS,21,10,-117.3853858112308,606370.531920048,748499.8813188045,0
52,52,52,2,FHSS,38,8,-110.90950580140614,737656.6396773695,692684.6738709817,0
53,53,53,2,FHSS,35,9,-116.91634977797467,601129.5866117725,650292.6231941167,0
54,54,54,2,FHSS,39,10,-115.4754315851302,607942.913588675,696769.4120899908,0
55,55,55,2,FHSS,35,9,-112.60746434417813,734053.198999668,651146.9881705891,0
56,56,56,2,FHSS,33,7,-115.70258305052658,729031.9459081478,763442.50275915,0
57,57,57,2,FHSS,43,7,-108.9266443183753,654129.7693667109,674033.3138772858,0
58,58,58,2,FHSS,38,9,-116.22775566630742,763890.8946183545,738497.6854631546,0
59,59,59,2,FHSS,32,11,-112.49315059178151,729356.7919771326,647320.7918722212,0
60,60,60,2,FHSS,40,11,-110.60291263432642,729538.8625994924,713259.0075402008,0
61,61,61,2,FHSS,27,9,-113.17926615224724,651486.6128835006,739463.8637182476,0
62,62,62,2,FHSS,28,8,-114.52245322933442,710510.3966950286,619213.5658077496,0
63,63,63,2,FHSS,29,12,-116.29910018472452,669022.1770827861,601816.228926309,0
64,64,64,2,FHSS,33,8,-109.94459893026168,731750.8575943022,698345.7911538586,0
65,65,65,2,FHSS,23,4,-94.55879211298864,685695.3772672652,683056.9270894816,0
66,66,66,2,FHSS,29,5,-112.37135298533651,713215.8451584193,741444.2471771934,0
67,67,67,2,FHSS,26,8,-102.25010201122626,703647.5319707731,700168.2982267105,0
