,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,561,222,-117.21446827649342,751828.7383533708,611370.0517563863,0
1,1,1,CSS,529,295,-117.55769133236686,671664.1998018137,586977.3066143338,0
2,2,1,CSS,510,284,-116.43761388060184,757278.854639423,750604.4322615976,0
3,3,1,CSS,492,295,-123.73460303723851,622207.8148687114,488666.21415712975,0
4,4,1,CSS,501,224,-111.31473078595248,737728.5671030041,704657.592223527,0
5,5,1,CSS,507,290,-123.87224926893796,885128.6634174085,600234.4910688769,0
6,6,1,CSS,497,251,-117.52009960318549,617128.8209976938,763503.8611854217,0
7,7,1,CSS,466,266,-118.42585352395054,589088.6346418764,633423.7593590823,0
8,8,1,CSS,546,238,-110.34985436146201,706525.2017081665,647426.0143989624,0
9,9,1,CSS,523,313,-122.75396623956834,878299.5017138019,698232.1534180283,0
10,10,1,CSS,498,315,-123.21599517859835,490108.49241835263,682416.687607205,0
11,11,1,CSS,526,328,-121.65227018160684,775124.8739196978,546588.3366494646,0
12,12,1,CSS,515,306,-123.38102351059865,665035.4475572866,487627.5382964595,0
13,13,1,CSS,472,274,-123.86179998159216,688618.4721191659,474594.6573199943,0
14,14,1,CSS,495,181,-73.49818336828334,688786.3396390105,689595.9401651131,0
15,15,1,CSS,482,279,-121.44619233840353,582761.0957225994,812232.7620238236,0
16,16,1,CSS,472,268,-119.61387429768854,820650.2864060595,678089.0129324142,0
17,17,1,CSS,497,313,-121.59774443975417,668449.6540822532,525217.0910956871,0
18,18,1,CSS,525,289,-117.42387146830134,589085.0690856989,709767.3194654218,0
19,19,1,CSS,485,229,-112.61035459707635,738917.5458819395,721167.3207183615,0
20,20,1,CSS,469,284,-122.91807660914768,836865.8653977916,813470.507825719,0
21,21,1,CSS,485,290,-120.58135412092602,574931.3967020604,596802.9454545807,0
22,22,1,CSS,527,290,-122.90362353329388,665029.5590886446,880240.428273782,0
23,23,1,CSS,504,237,-115.66100860908327,614603.9665652503,652165.608593234,0
24,24,1,CSS,490,285,-123.16739383952026,881462.1194411174,738849.7799734618,0
25,25,1,CSS,482,265,-119.82264233511398,628119.6787199536,809618.3350929148,0
26,26,1,CSS,523,306,-123.36617687718288,882763.0487653612,750931.2077095322,0
27,27,1,CSS,527,305,-119.59537373269163,801564.436107602,620856.029804882,0
28,28,1,CSS,469,228,-113.87671428685218,621874.7462484987,697741.5483192011,0
29,29,1,CSS,564,284,-114.21131504099318,638193.9934156835,738178.03373969,0
30,30,1,CSS,524,289,-117.8439541938508,772354.5923250697,757707.0556255978,0
31,31,1,CSS,484,306,-123.37518919066483,508597.86670193844,596880.550157537,0
32,32,1,CSS,460,176,-103.06611416355783,692128.173551485,708823.1067607395,0
33,33,1,CSS,537,340,-122.28489873492396,867474.5339815678,669679.2543568249,0
34,34,1,CSS,507,204,-104.33947328878924,710851.5733903791,696855.5402702106,0
35,35,1,CSS,521,273,-117.3365607694897,790379.0995256796,680662.5686570145,0
36,36,1,CSS,463,272,-123.17837043860433,527301.9198834356,574746.2860305349,0
37,37,1,CSS,502,262,-116.4693269250121,600083.5158304812,668614.7519454357,0
38,38,1,CSS,520,308,-121.99266313003298,787153.9315254093,546394.8632836158,0
39,39,1,CSS,478,285,-123.9790788269915,544310.1689330908,527066.9746470249,0
40,40,1,CSS,485,215,-112.90486836580666,747568.679208403,707293.334183615,0
41,41,1,CSS,487,268,-121.3234776406334,555184.4678708657,777191.6931822881,0
42,42,1,CSS,488,258,-119.279588876865,573007.8345534012,639243.9294646585,0
43,43,1,CSS,515,184,-94.78432807699673,692225.3936034997,682400.4878036592,0
44,44,1,CSS,520,209,-103.09723885464672,669746.5114974249,688877.8472616646,0
45,45,1,CSS,518,224,-108.7190457147488,697868.386355656,652797.1837983114,0
46,46,1,CSS,518,211,-112.01617682029851,657531.1938040281,734140.1655673865,0
47,47,1,CSS,477,285,-119.48167114176209,782956.3358690912,599516.8521926068,0
48,48,1,CSS,500,279,-118.73931820469133,806276.6712697238,712421.296045644,0
49,49,1,CSS,510,275,-117.28039921250317,659709.5293560917,785624.0318232003,0
50,50,2,CSS,37,8,-116.64520845115774,595906.1210869052,685363.8370773403,0
