,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,0,1,CSS,856,510,-106.24819192475452,713335.678133132,674343.2036071896,0
1,1,1,1,CSS,922,567,-104.57320868907064,712707.4391524335,690348.2242316412,0
2,2,2,1,CSS,844,634,-117.6825589899512,674671.2986875492,584981.1161807171,0
3,3,3,1,CSS,900,662,-116.70015979609224,596726.7918500619,706165.6484241649,0
4,4,4,1,CSS,865,617,-114.6726773247688,615967.8191066547,676447.0279720074,0
5,5,5,1,CSS,884,631,-114.56302008619718,712889.9033252299,759210.9120977246,0
6,6,6,1,CSS,880,669,-115.65030423364932,723648.4907968205,765528.7677673621,0
7,7,7,1,CSS,860,571,-107.45586582666331,668496.9303016951,664545.0039719527,0
8,8,8,1,CSS,889,573,-102.306959339179,707348.5400315813,688495.1371964755,0
9,9,9,1,CSS,893,554,-101.00515116055972,703893.748755209,694823.2811878992,0
10,10,10,1,CSS,952,700,-117.04385516424576,614110.7534593734,626709.1086097553,0
11,11,11,1,CSS,874,617,-111.77461975274028,665369.3164329963,641705.7505720163,0
12,12,12,1,CSS,901,635,-112.97975798370516,712016.711079342,746467.7063923185,0
13,13,13,1,CSS,927,678,-111.91570019083576,679273.8786856472,636070.0237864085,0
14,14,14,1,CSS,891,592,-107.72340771985093,693986.5036418531,722605.3062622541,0
15,15,15,1,CSS,890,662,-117.44628953893296,586958.4420461364,683297.0042319541,0
16,16,16,1,CSS,897,682,-116.8884031686672,785490.1525926571,695142.1367331615,0
17,17,17,1,CSS,949,664,-114.70075944014197,703169.0006236078,762955.2983277797,0
18,18,18,1,CSS,873,648,-117.78981542654888,784090.9222267946,738773.8395116138,0
19,19,19,1,CSS,957,624,-106.71671025332628,661946.2305383094,701080.6881829494,0
20,20,20,1,CSS,903,514,-85.41691973711902,691896.4784987085,688759.811045452,0
21,21,21,1,CSS,866,634,-112.59741291718734,704944.122505181,632773.6379757754,0
22,22,22,1,CSS,826,599,-116.402490698946,628239.904022261,756801.769551831,0
23,23,23,1,CSS,860,539,-98.5982035509427,700878.8507799811,686997.8495593115,0
24,24,24,1,CSS,948,724,-117.64847306930731,667607.5243286373,792175.3468854947,0
25,25,25,1,CSS,854,621,-114.76680307712844,657153.7361203275,621269.2652573114,0
26,26,26,1,CSS,887,561,-103.22328885252966,673640.4903267571,677177.2924037407,0
27,27,27,1,CSS,856,614,-114.17876513614496,635292.4800256026,734524.7037494206,0
28,28,28,1,CSS,920,651,-114.50424298061525,742955.3884814222,639577.4654196928,0
29,29,29,1,CSS,868,618,-112.54390717900668,745988.1331187583,703758.9726790271,0
30,30,30,1,CSS,917,546,-92.00483881417078,685014.4571884419,692691.5414902932,0
31,31,31,1,CSS,893,571,-107.53307422318764,659296.2828457583,702363.0696941323,0
32,32,32,1,CSS,886,610,-110.5007048735418,729437.0106543726,666471.7408426953,0
33,33,33,1,CSS,852,620,-113.4979326351569,662028.6307481073,630300.9741906774,0
34,34,34,1,CSS,921,668,-114.7872173323145,630486.0826776457,736723.3793933116,0
35,35,35,1,CSS,878,614,-113.9536124807144,733531.5338458767,636812.1137458993,0
36,36,36,1,CSS,865,629,-113.22824231346388,750335.9855537607,672785.1694743952,0
37,37,37,1,CSS,882,599,-110.75277480457692,683647.772568821,642270.144321461,0
38,38,38,1,CSS,897,552,-101.01927806640224,704766.6540193044,687404.629427714,0
39,39,39,1,CSS,879,586,-109.87226645864088,692409.8442006515,646602.4431389875,0
40,40,40,1,CSS,854,628,-113.34346350592756,725453.4464685929,742292.393413745,0
41,41,41,1,CSS,892,565,-106.12577834923032,705720.1798543421,666800.8106827207,0
42,42,42,1,CSS,901,522,-89.00116668918544,687377.7417912597,686104.2477052393,0
43,43,43,1,CSS,914,586,-104.03178975589576,689231.3756406613,711316.6004675083,0
