,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,30,30,-97.69328155789896,678891.3030053976,688494.7424185155,0
1,1,1,CSS,34,34,-105.56246376300746,663691.1796178984,684811.5738017712,0
2,2,1,CSS,26,26,-105.73694189824072,664114.8999516247,680999.3621208292,0
3,3,1,CSS,37,37,-96.97977716861782,680007.3078893742,691897.1297914546,0
4,4,1,CSS,44,43,-105.30555645831247,703339.7443528746,668210.9495149588,0
5,5,1,CSS,39,35,-90.79975543565018,688716.4611696088,684686.8406845281,0
6,6,1,CSS,39,37,-102.21138933686814,682611.5902535075,705822.604706437,0
7,7,1,CSS,26,26,-105.35531611245328,711656.6147596517,701900.9754369019,0
8,8,1,CSS,29,29,-104.27257109033584,711875.1387540108,687796.2757505093,0
9,9,1,CSS,32,32,-102.77741849539154,673790.8858618173,700158.7874582378,0
10,10,1,CSS,37,37,-103.7131240378388,669929.54119454,697560.1836112973,0
11,11,1,CSS,34,33,-104.73220653745656,672313.0606950086,705889.2689159807,0
12,12,1,CSS,37,37,-105.1503647911031,676945.0091466751,667836.3885645733,0
13,13,1,CSS,39,35,-105.84128810236649,712107.246324415,674822.9922615205,0
14,14,1,CSS,33,33,-103.29467159383017,709178.5431610947,685640.2220411003,0
15,15,1,CSS,36,36,-102.79020933783396,703341.9599739846,676507.8366696441,0
16,16,1,CSS,42,39,-88.84239272465773,687065.3862294035,692415.3127376533,0
17,17,1,CSS,30,29,-105.10949300023779,690615.9455225456,714181.8961196549,0
18,18,1,CSS,43,43,-105.45507922879295,672940.3320076142,669543.7337561307,0
19,19,1,CSS,26,26,-105.89307139451148,691210.8312465863,716492.7581764138,0
20,20,1,CSS,32,31,-96.00570569169732,685565.3830546563,681612.7403680503,0
21,21,1,CSS,29,28,-100.80483798120635,704519.2400053606,689317.600826806,0
22,22,1,CSS,32,32,-92.34217541598066,683843.5712478505,690646.2329435198,0
23,23,1,CSS,34,34,-98.48755736125031,692976.2958739913,678403.3279131862,0
24,24,1,CSS,37,37,-104.34545494873906,697819.71081711,668313.0634482508,0
25,25,1,CSS,42,41,-96.06128788336228,684100.2142368851,696365.9238563535,0
26,26,1,CSS,28,28,-100.86511239067201,699167.377634057,677737.4881747138,0
27,27,1,CSS,34,32,-96.24062006990316,688342.0942161058,680541.8932845279,0
28,28,1,CSS,37,35,-94.13349793686389,696307.9354921193,688162.7368664755,0
29,29,1,CSS,40,40,-105.25084569760375,673634.7029238059,669751.2596358779,0
30,30,1,CSS,31,31,-101.99687299143127,702925.2205634782,678560.662609792,0
31,31,1,CSS,41,41,-96.78106929592035,689848.5405526069,698907.7124487535,0
32,32,1,CSS,33,33,-99.96922168285403,677857.632627127,696815.9814216618,0
33,33,1,CSS,47,46,-99.77040631940201,700975.9781597515,682618.440754933,0
34,34,1,CSS,34,34,-101.93020480274093,705778.821198878,694691.4124341866,0
35,35,1,CSS,39,39,-101.29943710460819,702699.7583761582,680510.9386578696,0
36,36,1,CSS,34,32,-91.8720792050734,694681.4217075985,690597.6948010657,0
37,37,1,CSS,30,29,-96.86682650366744,698925.4000393967,688123.5332084466,0
38,38,1,CSS,41,40,-98.79694584640224,701031.7564012167,692364.586183175,0
39,39,1,CSS,40,39,-104.47342928345657,666417.590686064,687811.4139593067,0
40,40,1,CSS,37,36,-102.22646424871259,706636.870252139,684945.6408540227,0
41,41,1,CSS,30,30,-93.15942224620257,691173.293117227,683398.5107209998,0
42,42,1,CSS,29,28,-100.67324169400182,701064.9468774758,680156.8047920743,0
43,43,1,CSS,39,37,-96.19168853848613,681732.2093574855,684944.9396991906,0
44,44,1,CSS,32,32,-105.43353960940497,682438.23987884,714191.5742977639,0
45,45,1,CSS,37,37,-105.81283106769988,666330.1031445339,675610.7239075421,0
46,46,1,CSS,38,37,-100.58778554294047,675987.0866198028,683333.3207720347,0
