,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,35,2,-105.4368212285866,701244.6563442087,666538.2703853471,0
1,1,CSS,39,6,-86.09104913102196,691669.7751711335,691025.9710569129,0
2,2,CSS,28,3,-104.24898808823673,667578.3057870781,684135.456580285,0
3,3,CSS,31,6,-104.28951742463066,710996.075089288,695992.2273154898,0
4,4,CSS,35,4,-101.42547911849151,673849.1700788318,694011.4754601545,0
5,5,CSS,41,7,-85.56804008934579,686924.3141717456,690218.3434341697,0
6,6,CSS,38,3,-106.05878661552808,716836.486229191,693038.1087268697,0
7,7,CSS,36,6,-111.16363906179265,725683.0850481439,655299.2799375253,0
8,8,CSS,29,4,-85.95863785660072,691739.3935047273,690845.3127575541,0
9,9,CSS,40,9,-109.94204098673299,688834.7068287344,646155.2562430539,0
10,10,FHSS,21,2,-109.38342184216457,661760.7071808801,659729.6982627258,0
11,11,FHSS,13,1,-104.2748237383449,696696.7770257801,710728.258014891,0
