,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,31,3,-102.51434972997285,695556.9374041467,672073.171017811,0
1,1,CSS,33,4,-91.05202081752574,685186.0023021566,691923.5783035248,0
2,2,CSS,40,3,-109.71106303747416,731523.8609638151,690395.6594989422,0
3,3,CSS,36,6,-93.8546726626643,693275.3404321615,694991.1336715956,0
4,4,CSS,27,4,-109.70452738563412,647364.3483498425,687442.9207003837,0
5,5,CSS,47,7,-96.01336845921428,693098.0975880715,681528.0789091744,0
6,6,CSS,32,8,-83.4938761717485,691080.4930787755,688205.7530714005,0
7,7,CSS,45,6,-102.86481765417682,670268.2532725903,690016.1590388665,0
8,8,CSS,37,5,-98.348684653465,699222.415760002,695190.5317293594,0
9,9,CSS,41,5,-87.20108594821069,690532.7121015587,686461.8643544201,0
10,10,FHSS,13,1,-82.00029275630413,690339.0883293591,690875.4650659919,0
11,11,FHSS,16,1,-93.79907968256258,684439.978820985,693968.8483775372,0
