,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,33,2,-90.57334407581622,686586.0615780434,693107.160378914,0
1,1,CSS,40,7,-85.34151382516987,691716.6335787149,690493.6218632447,0
2,2,CSS,39,8,-107.19088508273111,675111.3995028649,717495.687336763,0
3,3,CSS,35,8,-88.30038535605163,686747.2593535824,691804.2748663032,0
4,4,CSS,32,7,-83.12680597525429,690420.921605208,687715.0467280922,0
5,5,CSS,31,2,-98.91858631365658,677294.2319199033,688394.5354963954,0
6,6,CSS,36,11,-98.28897725923198,692773.1943701857,700208.7792099497,0
7,7,CSS,32,8,-94.51393984152986,683760.9775635216,694069.3977426126,0
8,8,CSS,32,9,-90.89909660300013,690604.5297397702,694091.0742327424,0
9,9,CSS,25,6,-111.0086111037344,724169.5076461527,723822.9064579296,0
10,10,CSS,42,6,-83.29325989156511,688841.2047933363,691340.7052963957,0
11,11,CSS,29,3,-82.76199262687615,687700.0654151764,688601.6884477538,0
12,12,CSS,28,7,-105.11203712545051,679027.018549711,711940.5921595587,0
13,13,CSS,33,4,-92.5114128700072,693813.3296256968,693210.1980227694,0
14,14,CSS,30,5,-93.38427987241771,690832.9166091159,695681.5560153042,0
15,15,FHSS,14,1,-93.57673622083287,683158.0247963488,687382.3879837159,0
