,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,1,CSS,59,7,-99.70785240140997,691409.9619772912,676245.9219915355,0
1,1,1,CSS,44,6,-105.11050531504264,670123.8443423713,705005.8131110038,0
2,2,1,CSS,67,10,-111.84442490639921,690544.871281233,743251.0223499445,0
3,3,1,CSS,63,7,-98.15075722411311,685169.6319416184,679120.1884457201,0
4,4,1,CSS,68,11,-90.42085603702606,691029.8723840811,693685.8606957044,0
5,5,1,CSS,66,7,-84.46096876141564,688179.359120967,687466.676057739,0
6,6,1,CSS,78,12,-89.38124698729044,688094.7053223711,693246.92409138,0
7,7,1,CSS,64,9,-93.24095797600842,685473.6161114391,684461.5886730513,0
8,8,1,CSS,60,14,-97.16210639725949,698326.9278855436,685032.2943529689,0
9,9,1,CSS,55,7,-96.75694963781348,691774.9881326078,698591.958421433,0
10,10,2,CSS,35,1,-94.45436510986642,690198.2623337258,682180.987604768,0
