,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,528,483,-122.98392075172058,611941.7216851839,511367.4950620084,0
1,1,CSS,509,478,-113.49186297080715,752408.2159540816,673003.2842433823,0
2,2,CSS,536,510,-121.52214669887783,525669.0177748471,678697.7980204155,0
3,3,CSS,511,490,-120.78187470267179,784629.4878530503,572621.3354166404,0
4,4,CSS,529,495,-88.72395632356668,689032.690770351,685670.1649192455,0
5,5,CSS,500,471,-107.22698543400263,698404.6572685972,659069.0669876608,0
6,6,CSS,531,507,-123.75674975543271,848057.5056838414,548431.7870736413,0
7,7,CSS,507,479,-109.12764664783538,668231.0340933106,722619.6456050896,0
8,8,CSS,483,463,-114.20746625031211,760096.8579394338,688714.9651218624,0
9,9,CSS,509,479,-117.60613177589016,778179.2695015147,744628.9840078978,0
10,10,CSS,506,472,-105.2417140246641,675365.8834997929,668511.3102352783,0
11,11,CSS,532,505,-116.09954162671099,777280.3237526154,687344.4723581129,0
12,12,CSS,537,511,-117.10780271598989,616374.9498596055,623004.562520714,0
13,13,CSS,524,505,-120.62217029305867,728071.5974851116,546610.7135036688,0
14,14,CSS,518,493,-103.38281586127732,709593.0958730647,686969.5123097863,0
15,15,CSS,532,510,-120.07859791233446,551789.3157661329,708697.385799682,0
16,16,CSS,471,451,-123.4782222362426,550640.409335969,841030.4206325691,0
17,17,CSS,507,489,-118.83243904667967,600795.3530979839,770908.2864494765,0
18,18,CSS,495,475,-123.4207354379405,869770.4685228309,593699.5945071222,0
19,19,CSS,547,525,-114.81629069491652,621846.9209362897,655000.8326382447,0
20,20,CSS,462,429,-115.51914663236931,612516.1389657542,718498.2441170614,0
21,21,CSS,489,465,-83.25069751417784,688066.8403138296,687927.025063574,0
22,22,CSS,505,468,-112.77659253155085,639672.67997852,655937.9530143157,0
23,23,CSS,536,506,-112.44603037649887,641590.5785655938,657098.1143702292,0
24,24,CSS,540,521,-122.84106245872687,792119.3091961,528376.8162123566,0
25,25,CSS,511,489,-120.83076267589377,574793.8938392838,788538.9581896784,0
26,26,CSS,509,476,-108.58351542129823,679438.411607714,725037.6688587852,0
27,27,CSS,524,485,-102.85994727293213,670690.3813330333,693403.2773037114,0
28,28,CSS,500,476,-96.6719147478063,696287.195568977,695802.6874329228,0
29,29,CSS,494,467,-116.30849239085467,600104.1595388867,677994.004989288,0
30,30,CSS,498,474,-123.99811895292902,654866.3349022663,473946.83123471803,0
31,31,CSS,519,495,-111.45494340032286,638062.1982391623,693228.8852121882,0
