,Unnamed: 0,dev_id,set,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,0,1,CSS,887,759,-98.66953227306438,697591.1771109123,697937.0669928377,0
1,1,1,1,CSS,859,794,-109.4675677808453,680116.7027294906,729302.4491721748,0
2,2,2,1,CSS,880,806,-116.8302764262196,693580.621149991,784928.0044842616,0
3,3,3,1,CSS,885,820,-118.48137913588108,734632.0383554094,582996.5107228337,0
4,4,4,1,CSS,929,866,-120.24321781116038,660381.689867474,550792.6226188506,0
5,5,5,1,CSS,884,795,-105.74177426085636,690462.4645196092,662758.9095554866,0
6,6,6,1,CSS,870,780,-98.60653229188604,680967.390016592,697553.7253156137,0
7,7,7,1,CSS,872,792,-99.25525777965274,693506.9713947013,677453.1681977591,0
8,8,8,1,CSS,955,859,-86.08233064949192,691729.4777633732,690933.9559809356,0
9,9,9,1,CSS,901,819,-120.49987186785636,818933.3067496667,622308.0817494838,0
10,10,10,1,CSS,920,836,-103.93501778303585,674922.1257228759,673305.5585253605,0
11,11,11,1,CSS,888,802,-104.12951801031409,670544.8203452317,701024.6159892427,0
12,12,12,1,CSS,873,768,-79.84983050120147,688122.0802380111,689824.233988216,0
13,13,13,1,CSS,854,734,-76.74468438518724,688464.3006407343,689414.1544648759,0
14,14,14,1,CSS,924,849,-110.02533013365718,720613.9301367401,658849.5111560376,0
15,15,15,1,CSS,890,824,-117.4706863361036,590438.2016091924,717653.4191669405,0
16,16,16,1,CSS,910,833,-122.2865014180922,696410.9308209469,868460.7458643208,0
17,17,17,1,CSS,889,789,-81.80417693396552,688216.3999581892,690613.5858304794,0
18,18,18,1,CSS,906,819,-100.99994536837508,698754.5539973036,677104.3174984467,0
19,19,19,1,CSS,916,845,-110.5523669427484,725750.3388212862,660545.5857180842,0
20,20,20,1,CSS,938,873,-122.92935438671458,699111.3623124717,496703.5636064771,0
21,21,21,1,CSS,871,793,-85.62188912683698,687045.630356169,688259.6019361538,0
22,22,22,1,CSS,846,752,-75.43957935104015,690204.5289165275,689226.7980484824,0
23,23,23,1,CSS,853,780,-113.20639318589689,663126.3172822098,632162.6536485138,0
24,24,24,1,CSS,789,708,-93.617933688383,683102.8528065275,687452.905212409,0
25,25,25,1,CSS,924,856,-112.74539277713995,663612.6257695195,635530.9483916658,0
26,26,26,1,CSS,874,815,-122.0985911127371,791980.7971097867,831634.8874051676,0
27,27,27,1,CSS,912,789,-74.50106292208683,688918.2223122253,688870.7993053888,0
28,28,28,1,CSS,887,799,-92.04842456051416,686139.63869866,684973.2916630853,0
29,29,29,1,CSS,849,783,-121.21724669598734,621778.9342789719,832681.9607949281,0
30,30,30,1,CSS,856,760,-101.3658022631746,674173.5117929275,684161.2273129718,0
31,31,31,1,CSS,942,856,-109.39740206542888,648860.5520245307,686864.4138781389,0
32,32,32,1,CSS,832,750,-98.79649058582072,679067.1300186029,683348.41518292,0
33,33,33,1,CSS,929,814,-86.16766472614944,691725.6438929202,690988.9245584679,0
34,34,34,1,CSS,877,777,-86.30076786573997,690738.5641303369,686895.2042849502,0
35,35,35,1,CSS,885,772,-73.93407667524572,688736.4873626013,689530.3471271315,0
36,36,36,1,CSS,854,757,-81.48479011411216,687911.8879297082,690060.7862961161,0
37,37,37,1,CSS,909,788,-78.59414476403964,688764.8485407623,690388.0129814184,0
38,38,38,1,CSS,916,838,-112.923220640749,628735.481587035,683390.0134168719,0
39,39,39,1,CSS,820,726,-91.92506332443062,691189.0982936741,684274.6391931279,0
40,40,40,1,CSS,879,768,-75.6335058893954,690191.2301652826,689119.1718666024,0
41,41,41,1,CSS,937,830,-79.47768675542716,688285.1314731804,688767.5364568888,0
42,42,42,1,CSS,872,796,-109.3650291774755,671224.7958522018,725574.8797571437,0
43,43,43,1,CSS,866,743,-72.17615513240628,689921.7598925878,689639.3576092493,0
44,44,44,1,CSS,859,775,-99.18913965986653,685913.8720837426,677364.3029033027,0
45,45,45,1,CSS,894,827,-122.61372409460084,503422.2117324493,684059.3077383729,0
46,46,46,1,CSS,936,845,-92.00095102450786,693362.0766883894,693212.7901536897,0
47,47,47,1,CSS,907,831,-117.37424976334916,720915.5903216413,592622.1806132125,0
48,48,48,1,CSS,887,800,-104.13652250433056,688114.7238463751,667276.847290464,0
