,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,FHSS,16,0,-97.56237285448987,696830.6825463099,682121.2139910419,0
1,1,FHSS,21,0,-105.1944787996694,672845.6911264005,670628.1892680257,0
2,2,FHSS,14,0,-92.10281869850758,692909.3675438146,693716.7598609913,0
3,3,FHSS,19,0,-85.28275703976587,691935.6172613164,689575.7334362672,0
4,4,FHSS,17,0,-92.40889992901397,688397.1246954021,695067.6459707725,0
5,5,FHSS,20,0,-86.18061944447386,690268.0872772731,692082.3792230979,0
6,6,FHSS,21,0,-94.99454755413456,690703.4409552689,681780.2721269601,0
7,7,FHSS,11,0,-94.06430601774744,695770.8425619423,686599.9842518412,0
8,8,FHSS,18,0,-100.41227287280938,682111.7106788598,676950.6773863126,0
9,9,FHSS,19,0,-85.04586745627226,690213.648794486,687083.598672776,0
10,10,FHSS,15,0,-101.18676282248845,694033.6266461366,674315.2297838917,0
11,11,FHSS,14,0,-91.19461585240684,686516.3729662177,685337.7530284792,0
12,12,FHSS,12,0,-95.94642946887906,687640.7259484782,680958.6105613013,0
13,13,FHSS,14,0,-110.652877773661,643870.3686305109,677998.8425344168,0
14,14,FHSS,12,0,-111.27731057171215,667383.6205760292,734796.2062038421,0
