,dev_id,modulation,pkt_sent,pkt_lost,pkt_rx_power,pos_x,pos_y,pos_z
0,0,CSS,63,6,-84.71129706478679,690902.818907922,691251.1418996591,0
1,1,CSS,88,9,-97.7572208595306,686082.6641084903,699514.4397915675,0
2,2,CSS,62,7,-100.57007987723605,703977.2086043452,687390.6653895725,0
3,3,FHSS,38,0,-99.69700230300498,702607.9914989346,691057.8469823111,0
4,4,FHSS,35,0,-106.08523252746366,709921.2092188019,670720.92124476,0
5,5,FHSS,32,0,-111.34319407828761,648138.8159949874,659737.2380788674,0
6,6,FHSS,26,1,-107.17982930191249,666410.2419317988,667924.5360693539,0
7,7,FHSS,35,0,-85.86836058785572,686917.778743784,690463.9301457253,0
8,8,FHSS,41,2,-83.71029910847402,689217.471308636,691513.1444384109,0
9,9,FHSS,37,1,-109.36250121768627,679190.712950421,728566.5417294428,0
10,10,FHSS,33,0,-95.2549755594085,688695.9793161154,681468.1484721869,0
11,11,FHSS,26,0,-91.47030645612561,692003.1210373071,684951.446243743,0
12,12,FHSS,29,1,-105.05250649682,708366.4757903381,705150.1676231327,0
13,13,FHSS,38,2,-98.60813185076644,677681.2534074025,689660.516570316,0
